symbol,company_name,as_of_date,sector,sub_sector,board,is_event_90d,event_date,event_category,already_flagged,data_complete,feature_max_source_date,raw_revenue,raw_earnings,raw_total_equity,raw_total_liabilities,raw_total_assets,raw_total_debt,raw_operating_cash_flow,raw_free_cash_flow,raw_report_date,raw_close,raw_volume,raw_market_cap,raw_free_float,lapor_jarak_hari,lapor_terlambat,tanpa_pendapatan,ekuitas_negatif,utang_terhadap_aset,ako_negatif_berturut,hari_tanpa_transaksi_90d,rasio_volume_30_90,hari_di_batas_bawah_90d,turun_dari_puncak_90d,volatilitas_90d,free_float_rendah
BRPT.JK,Barito Pacific Tbk,2026-07-15,Basic Materials,Basic Materials,Main,0,,,0,1,2026-07-15,55767627916000.0,1790061091000.0,116231165876000,222987460304000,339218626180000,153428599191000.0,2561024718000.0,-1392953877000.0,2026-06-30,1690,93453400,158432798494360,,15,0,0.0,0,0.6573561800397006,0,0,0.9664444417186264,0,0.05056179775280899,0.05930861420581571,
TPIA.JK,PT Chandra Asri Pacific Tbk,2026-07-15,Basic Materials,Basic Materials,Development,0,,,0,1,2026-07-15,52713056172000.0,2454078193000.0,88856274185000,157543632988000,246399907173000,105799861363000.0,3593045260000.0,-707905450000.0,2026-06-30,1910,293212000,165237051125720,,15,0,0.0,0,0.6393818682625839,0,0,0.9225378455177994,0,0.09905660377358491,0.05072203951889721,
UDNG.JK,PT Agro Bahari Nusantara Tbk,2026-07-15,Consumer Non-Cyclicals,Food & Beverage,Acceleration,0,2026-09-16,A,1,1,2026-07-15,,,48190746814,6954165453,55144912267,,,,2026-06-30,1340,654300,2345053696480,,15,0,,0,0.12610710883588683,0,0,1.0,0,0.2853333333333333,0.06809239111751669,
PACK.JK,PT Abadi Nusantara Hijau Investama Tbk,2026-07-15,Basic Materials,Basic Materials,Acceleration,0,2026-09-01,A,0,1,2026-07-15,,,5194540056633,73912838529,5268452895162,817362404.0,,,2026-06-30,206,127099600,6670264495410,,15,0,,0,0.01402932511684291,0,0,1.0,0,0.20155038759689922,0.03621285722443895,
MDIA.JK,PT Intermedia Capital Tbk,2026-07-15,Consumer Cyclicals,Media & Entertainment,Watchlist,0,2026-08-13,A,1,1,2026-07-15,141716426000.0,-8280082000.0,935495254000,2194222124000,3129717378000,3299889000.0,33342610000.0,31858578000.0,2026-03-31,69,42422700,2705872149600,,106,1,0.0,0,0.7010927374541996,0,0,1.0,0,0.0547945205479452,0.06294861746171283,
LUCY.JK,PT Lima Dua Lima Tiga Tbk,2026-07-15,Consumer Cyclicals,Consumer Services,Acceleration,0,2026-07-17,A,1,1,2026-07-15,,,21071931970,47909736398,68981668368,1101724170.0,,,2026-06-30,372,7410900,563495888196,,15,0,,0,0.6945285252077915,0,0,1.0,0,0.7772455089820359,0.04929522957785752,
MLPT.JK,PT Multipolar Technology Tbk,2026-07-15,Technology,Software & IT Services,Development,0,,,1,1,2026-07-15,938883000000.0,107929000000.0,745801000000,2990887000000,3736688000000,214118000000.0,73746000000.0,61837000000.0,2026-06-30,825,2902500,38718750000000,,15,0,0.0,0,0.8004112197753732,0,0,1.0,0,0.0,0.061108417113124806,
INET.JK,PT Sinergi Inti Andalan Prima Tbk,2026-07-15,Infrastructures,Telecommunication,Development,0,,,0,1,2026-07-15,383603471565.0,13658452028.0,3732955579367,1957595840407,5690551419774,1531576615350.0,1117195280.0,-432274458503.0,2026-03-31,214,267292800,4788070552440,,106,1,0.0,0,0.3440081102869194,0,0,1.0,0,0.01834862385321101,0.05289710935097832,
MINA.JK,PT Sanurhasta Mitra Tbk,2026-07-15,Consumer Cyclicals,Consumer Services,Watchlist,0,,,1,1,2026-07-15,2245525100.0,312813236.0,250610826355,3039806857,253650633212,,315801422.0,-593887632.0,2026-06-30,274,45250900,2697187500000,,15,0,0.0,0,0.011984227354399482,0,0,1.0,0,0.09271523178807947,0.047473116876693956,
BBCA.JK,PT Bank Central Asia Tbk.,2026-07-31,Financials,Banks,Main,0,,,0,1,2026-07-31,28677339000000.0,14861321000000.0,270667746000000,1379511881000000,1660579336000000,,-15658754000000.0,-16453704000000.0,2026-06-30,6325,153174800,771917544337500,,31,0,0.0,0,0.8307413268931585,1,0,0.8356400038641054,0,0.03065134099616858,0.024909445432459144,
TLKM.JK,PT Telkom Indonesia (Persero) Tbk,2026-07-31,Infrastructures,Telecommunication,Main,0,,,0,1,2026-07-31,38689000000000.0,6279000000000.0,134848000000000,168239000000000,303087000000000,56915000000000.0,17572000000000.0,11317000000000.0,2026-06-30,2630,91987400,260533629658000,,31,0,0.0,0,0.5550848436257576,0,0,0.7458879660553273,0,0.11148648648648649,0.025813408777083848,
ASII.JK,Astra International Tbk,2026-07-31,Industrials,Multi-sector Holdings,Main,0,,,0,1,2026-07-31,79245000000000.0,6683000000000.0,289844000000000,224673000000000,514517000000000,119090000000000.0,9980000000000.0,7082000000000.0,2026-06-30,5100,46139800,206466121014000,,31,0,0.0,0,0.43666778745891777,0,0,0.827420531500949,0,0.009708737864077669,0.02281255977940744,
