symbol,company_name,as_of_date,sector,sub_sector,board,is_event_90d,event_date,event_category,already_flagged,data_complete,feature_max_source_date,raw_revenue,raw_earnings,raw_total_equity,raw_total_liabilities,raw_total_assets,raw_total_debt,raw_operating_cash_flow,raw_free_cash_flow,raw_report_date,raw_close,raw_volume,raw_market_cap,raw_free_float,lapor_jarak_hari,lapor_terlambat,tanpa_pendapatan,ekuitas_negatif,utang_terhadap_aset,ako_negatif_berturut,hari_tanpa_transaksi_90d,rasio_volume_30_90,hari_di_batas_bawah_90d,turun_dari_puncak_90d,volatilitas_90d,free_float_rendah
AMMN.JK,PT Amman Mineral Internasional Tbk.,2026-07-31,Basic Materials,Basic Materials,Main,0,,,0,1,2026-07-31,13732936650720.0,2722562272140.0,94870592355600,143273384112480,238143976468080,110786062912260.0,3289192602240.0,1690559055360.0,2026-03-31,4100,92470900,297324692389600,,122,1,0.0,0,0.6016250599211939,0,0,0.8651053840846027,0,0.04428904428904429,0.04034415818490068,
IMPC.JK,PT Impack Pratama Industri Tbk,2026-07-31,Industrials,Industrial Goods,Main,0,,,0,1,2026-07-31,1289965716265.0,243898051256.0,3413006148968,1911646326302,5324652475270,1060939124233.0,271762241515.0,154982281413.0,2026-06-30,1545,5664800,84831315000000,,31,0,0.0,0,0.35901804581247626,0,0,0.7110447378181417,0,0.13445378151260504,0.03529939540565329,
AADI.JK,PT Adaro Andalan Indonesia Tbk,2026-07-31,Energy,"Oil, Gas & Coal",Main,0,,,0,1,2026-07-31,26891529196000.0,5919682573000.0,70419659821000,42728474901000,113148134722000,12581189201000.0,7241595319000.0,6361036115000.0,2026-06-30,9225,13958300,71834076486000,,31,0,0.0,0,0.37763304720826363,0,0,0.6937978851866301,0,0.005390835579514825,0.01714874811951094,
MGLV.JK,PT Panca Anugrah Wisesa Tbk,2026-07-31,Consumer Cyclicals,Household Goods,Acceleration,0,2026-09-09,A,0,1,2026-07-31,,,114233933519,69809832851,184043766370,7625053.0,,,2026-06-30,8350,116400,15905776481850,,31,0,,0,0.37931104230205176,0,0,0.8756907203226221,0,0.05113636363636364,0.033324580997554934,
SOHO.JK,PT Soho Global Health Tbk,2026-07-31,Healthcare,Pharmaceuticals & Health Care Research,Development,0,,,0,1,2026-07-31,2726781000000.0,183064000000.0,2454603000000,3139705000000,5594308000000,4504000000.0,324210000000.0,316783000000.0,2026-06-30,1200,192000,15230018868000,,31,0,0.0,0,0.561232059443277,0,0,1.2744425385934819,0,0.02834008097165992,0.027893262291821572,
BELI.JK,PT Global Digital Niaga Tbk,2026-07-31,Technology,Software & IT Services,New Economy,0,,,0,1,2026-07-31,6995135000000.0,-408352000000.0,9336174000000,9414947000000,18751121000000,3702772000000.0,-71356000000.0,-144340000000.0,2026-06-30,256,539800,35128060336384,,31,0,0.0,0,0.5021004877521723,4,0,1.2213084987705947,0,0.15789473684210525,0.020513389620784445,
SRAJ.JK,Sejahteraraya Anugrahjaya Tbk,2026-07-31,Healthcare,Healthcare Equipment & Providers,Main,0,,,0,1,2026-07-31,657127000000.0,-154081000000.0,1091118000000,6530636000000,7621754000000,4262967000000.0,90941000000.0,-155705000000.0,2026-06-30,12050,4400,147479467879500,,31,0,0.0,0,0.8568416141481344,0,0,0.1493568160234827,0,0.0,0.03239912422076186,
BRPT.JK,Barito Pacific Tbk,2026-07-31,Basic Materials,Basic Materials,Main,0,,,0,1,2026-07-31,55767627916000.0,1790061091000.0,116231165876000,222987460304000,339218626180000,153428599191000.0,2561024718000.0,-1392953877000.0,2026-06-30,1845,162512500,172963617291180,,31,0,0.0,0,0.6573561800397006,0,0,0.9938013136220529,0,0.008064516129032258,0.04944332873990869,
TPIA.JK,PT Chandra Asri Pacific Tbk,2026-07-31,Basic Materials,Basic Materials,Development,0,,,0,1,2026-07-31,52713056172000.0,2454078193000.0,88856274185000,157543632988000,246399907173000,105799861363000.0,3593045260000.0,-707905450000.0,2026-06-30,2160,266975100,186864937398720,,31,0,0.0,0,0.6393818682625839,0,0,0.8694796689665306,0,0.05263157894736842,0.047483437849063906,
UDNG.JK,PT Agro Bahari Nusantara Tbk,2026-07-31,Consumer Non-Cyclicals,Food & Beverage,Acceleration,0,2026-09-16,A,1,1,2026-07-31,,,48190746814,6954165453,55144912267,,,,2026-06-30,1070,1462500,1872542877040,,31,0,,0,0.12610710883588683,0,0,0.7474672896241681,0,0.42933333333333334,0.0549681492430476,
PACK.JK,PT Abadi Nusantara Hijau Investama Tbk,2026-07-31,Basic Materials,Basic Materials,Acceleration,0,2026-09-01,A,0,1,2026-07-31,,,5194540056633,73912838529,5268452895162,817362404.0,,,2026-06-30,248,275994200,8030847906280,,31,0,,0,0.01402932511684291,0,0,1.155099487774333,0,0.03875968992248062,0.043425470439346005,
MDIA.JK,PT Intermedia Capital Tbk,2026-07-31,Consumer Cyclicals,Media & Entertainment,Watchlist,0,2026-08-13,A,1,1,2026-07-31,141716426000.0,-8280082000.0,935495254000,2194222124000,3129717378000,3299889000.0,33342610000.0,31858578000.0,2026-03-31,191,1136885000,7490167834400,,122,1,0.0,0,0.7010927374541996,0,0,1.3408627523485654,0,0.0,0.09721378109935419,
LUCY.JK,PT Lima Dua Lima Tiga Tbk,2026-07-31,Consumer Cyclicals,Consumer Services,Acceleration,0,,,1,1,2026-07-31,,,21071931970,47909736398,68981668368,1101724170.0,,,2026-06-30,244,11641100,369604829892,,31,0,,0,0.6945285252077915,0,1,1.37366487798406,0,0.8538922155688623,0.05421140657965682,
MLPT.JK,PT Multipolar Technology Tbk,2026-07-31,Technology,Software & IT Services,Development,0,,,1,1,2026-07-31,938883000000.0,107929000000.0,745801000000,2990887000000,3736688000000,214118000000.0,73746000000.0,61837000000.0,2026-06-30,1925,29312000,90234375000000,,31,0,0.0,0,0.8004112197753732,0,0,1.43306937853853,0,0.0,0.1029335358335287,
INET.JK,PT Sinergi Inti Andalan Prima Tbk,2026-07-31,Infrastructures,Telecommunication,Development,0,,,0,1,2026-07-31,383603471565.0,13658452028.0,3732955579367,1957595840407,5690551419774,1531576615350.0,1117195280.0,-432274458503.0,2026-03-31,234,219299400,5235763700232,,122,1,0.0,0,0.3440081102869194,0,0,1.1185702008229415,0,0.01680672268907563,0.04777904809239231,
MINA.JK,PT Sanurhasta Mitra Tbk,2026-07-31,Consumer Cyclicals,Consumer Services,Watchlist,0,,,1,1,2026-07-31,2245525100.0,312813236.0,250610826355,3039806857,253650633212,,315801422.0,-593887632.0,2026-06-30,272,79214900,2677500000000,,31,0,0.0,0,0.011984227354399482,0,0,1.0628908268837791,0,0.09933774834437085,0.041850966159764934,
BBCA.JK,PT Bank Central Asia Tbk.,2026-08-15,Financials,Banks,Main,0,,,0,1,2026-08-14,28677339000000.0,14861321000000.0,270667746000000,1379511881000000,1660579336000000,,-15658754000000.0,-16453704000000.0,2026-06-30,6350,56953500,774968601825000,,46,1,0.0,0,0.8307413268931585,1,0,0.7757482227491121,0,0.02681992337164751,0.022585253747241626,
