symbol,report_date,revenue,earnings,total_equity,total_liabilities,total_assets,total_debt,operating_cash_flow,free_cash_flow,fetched_at,raw_response
ASII.JK,2025-12-31,79784000000000.0,8296000000000.0,290812000000000,216554000000000,507366000000000,110151000000000.0,9623000000000.0,3359000000000.0,2026-09-11T08:02:27.525765+00:00,"{'tax': 2373000000000, 'date': '2025-12-31', 'ebit': 13382000000000, 'ebitda': 13382000000000, 'symbol': 'ASII.JK', 'revenue': 79784000000000, 'earnings': 8296000000000, 'cash_only': 52621000000000, 'provision': None, 'minorities': 1797000000000, 'total_debt': 110151000000000, 'report_date': '2025-12-31', 'gross_profit': 19197000000000, 'total_assets': 507366000000000, 'total_equity': 290812000000000, 'net_cash_flow': -2192000000000, 'operating_pnl': 10275000000000, 'free_cash_flow': 3359000000000, 'premium_income': None, 'cost_of_revenue': 60587000000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 8922000000000, 'total_liabilities': 216554000000000, 'net_premium_income': None, 'capital_expenditure': 6264000000000, 'current_liabilities': 152078000000000, 'earnings_before_tax': 12466000000000, 'financing_cash_flow': -5803000000000, 'investing_cash_flow': -6012000000000, 'non_interest_income': 881000000000, 'operating_cash_flow': 9623000000000, 'stockholders_equity': 228906000000000, 'total_current_asset': 188555000000000, 'total_non_current_assets': 318811000000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 2191000000000, 'total_non_current_liabilities': 64476000000000, 'interest_expense_non_operating': 916000000000, 'cash_and_short_term_investments': 52621000000000, 'non_interest_bearing_liabilities': None}"
ASII.JK,2025-09-30,80751000000000.0,8958000000000.0,289631000000000,215811000000000,505442000000000,105897000000000.0,11929000000000.0,1739000000000.0,2026-09-11T08:02:27.525765+00:00,"{'tax': 2184000000000, 'date': '2025-09-30', 'ebit': 13755000000000, 'ebitda': None, 'symbol': 'ASII.JK', 'revenue': 80751000000000, 'earnings': 8958000000000, 'cash_only': 54693000000000, 'provision': None, 'minorities': 1673000000000, 'total_debt': 105897000000000, 'report_date': '2025-09-30', 'gross_profit': 17414000000000, 'total_assets': 505442000000000, 'total_equity': 289631000000000, 'net_cash_flow': 1243000000000, 'operating_pnl': 9223000000000, 'free_cash_flow': 1739000000000, 'premium_income': None, 'cost_of_revenue': 63337000000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 8191000000000, 'total_liabilities': 215811000000000, 'net_premium_income': None, 'capital_expenditure': 10190000000000, 'current_liabilities': 150939000000000, 'earnings_before_tax': 12815000000000, 'financing_cash_flow': -1796000000000, 'investing_cash_flow': -8890000000000, 'non_interest_income': None, 'operating_cash_flow': 11929000000000, 'stockholders_equity': 227091000000000, 'total_current_asset': 194290000000000, 'total_non_current_assets': 311152000000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 3592000000000, 'total_non_current_liabilities': 64872000000000, 'interest_expense_non_operating': 940000000000, 'cash_and_short_term_investments': 54693000000000, 'non_interest_bearing_liabilities': None}"
AMMN.JK,2026-03-31,13732936650720.0,2722562272140.0,94870592355600,143273384112480,238143976468080,110786062912260.0,3289192602240.0,1690559055360.0,2026-09-11T13:49:39.181642+00:00,"{'tax': 951755375520, 'date': '2026-03-31', 'ebit': 5868002280960, 'ebitda': 7872192541380, 'symbol': 'AMMN.JK', 'revenue': 13732936650720, 'earnings': 2722562272140, 'cash_only': 13846126732260, 'provision': None, 'minorities': 41407274160, 'total_debt': 110786062912260, 'report_date': '2026-03-31', 'gross_profit': 5819217848760, 'total_assets': 238143976468080, 'total_equity': 94870592355600, 'net_cash_flow': 2459755266480, 'operating_pnl': 5531797652220, 'free_cash_flow': 1690559055360, 'premium_income': None, 'cost_of_revenue': 7913718801960, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 287420196540, 'total_liabilities': 143273384112480, 'net_premium_income': None, 'capital_expenditure': 1598633546880, 'current_liabilities': 20436495569040, 'earnings_before_tax': 3715724921820, 'financing_cash_flow': 1108817449920, 'investing_cash_flow': -1938254785680, 'non_interest_income': 934531000, 'operating_cash_flow': 3289192602240, 'stockholders_equity': 93254314822440, 'total_current_asset': 53576916230580, 'total_non_current_assets': 184567060237500, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -1816072730400, 'total_non_current_liabilities': 122836888543440, 'interest_expense_non_operating': 2152277359140, 'cash_and_short_term_investments': 13846126732260, 'non_interest_bearing_liabilities': None}"
AMMN.JK,2025-12-31,21777297650940.0,7155087696900.0,90897588743520,141247956682560,232145545426080,108371423698200.0,6915706109520.0,1653344674020.0,2026-09-11T13:49:39.181642+00:00,"{'tax': 2427941515740, 'date': '2025-12-31', 'ebit': 11396089924440, 'ebitda': 12582057674680, 'symbol': 'AMMN.JK', 'revenue': 21777297650940, 'earnings': 7155087696900, 'cash_only': 11327721485340, 'provision': None, 'minorities': 93339237420, 'total_debt': 108371423698200, 'report_date': '2025-12-31', 'gross_profit': 11732174777700, 'total_assets': 232145545426080, 'total_equity': 90897588743520, 'net_cash_flow': 4736418180, 'operating_pnl': 11026046793840, 'free_cash_flow': 1653344674020, 'premium_income': None, 'cost_of_revenue': 10045122873240, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 706127983860, 'total_liabilities': 141247956682560, 'net_premium_income': None, 'capital_expenditure': 5262361435500, 'current_liabilities': 23597354203020, 'earnings_before_tax': 9676368450060, 'financing_cash_flow': -134176199820, 'investing_cash_flow': -6776793491520, 'non_interest_income': 1403942000, 'operating_cash_flow': 6915706109520, 'stockholders_equity': 89340830180160, 'total_current_asset': 52760066713380, 'total_non_current_assets': 179385478712700, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -1349678343780, 'total_non_current_liabilities': 117650602479540, 'interest_expense_non_operating': 1719721474380, 'cash_and_short_term_investments': 11327721485340, 'non_interest_bearing_liabilities': None}"
AMMN.JK,2025-09-30,6037641289160.0,-496277778880.0,83261216712960,130006019512200,213267236225160,104987384359520.0,-4070989123760.0,-9380009545920.0,2026-09-11T13:49:39.181642+00:00,"{'tax': -177615380280, 'date': '2025-09-30', 'ebit': 1270987764800, 'ebitda': 2614892985950, 'symbol': 'AMMN.JK', 'revenue': 6037641289160, 'earnings': -496277778880, 'cash_only': 11252852294840, 'provision': None, 'minorities': 19757235160, 'total_debt': 104987384359520, 'report_date': '2025-09-30', 'gross_profit': 1313681369000, 'total_assets': 213267236225160, 'total_equity': 83261216712960, 'net_cash_flow': -5440197145240, 'operating_pnl': 1119121704480, 'free_cash_flow': -9380009545920, 'premium_income': None, 'cost_of_revenue': 4723959920160, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 194559664520, 'total_liabilities': 130006019512200, 'net_premium_income': None, 'capital_expenditure': 5309020422160, 'current_liabilities': 20027345027040, 'earnings_before_tax': -654135924000, 'financing_cash_flow': 4272373107080, 'investing_cash_flow': -5641581128560, 'non_interest_income': None, 'operating_cash_flow': -4070989123760, 'stockholders_equity': 81778392105800, 'total_current_asset': 43308175719640, 'total_non_current_assets': 169959060505520, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -1773257628480, 'total_non_current_liabilities': 109978674485160, 'interest_expense_non_operating': 1925123688800, 'cash_and_short_term_investments': 11252852294840, 'non_interest_bearing_liabilities': None}"
AMMN.JK,2025-06-30,2929082228910.0,-161604200970.0,82098439818120,123729350453580,205827790271700,98977030477410.0,-5865906267990.0,-11700634302570.0,2026-09-11T13:49:39.181642+00:00,"{'tax': -126790400520, 'date': '2025-06-30', 'ebit': 1119121670130, 'ebitda': 1909654904250, 'symbol': 'AMMN.JK', 'revenue': 2929082228910, 'earnings': -161604200970, 'cash_only': 16265445785910, 'provision': None, 'minorities': 18859504020, 'total_debt': 98977030477410, 'report_date': '2025-06-30', 'gross_profit': 1835523139530, 'total_assets': 205827790271700, 'total_equity': 82098439818120, 'net_cash_flow': 2220519950940, 'operating_pnl': 1354394794290, 'free_cash_flow': -11700634302570, 'premium_income': None, 'cost_of_revenue': 1093559089380, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 481128345240, 'total_liabilities': 123729350453580, 'net_premium_income': None, 'capital_expenditure': 5834728034580, 'current_liabilities': 23403232460550, 'earnings_before_tax': -269535097470, 'financing_cash_flow': 13921154253510, 'investing_cash_flow': -5834728034580, 'non_interest_income': 266031000, 'operating_cash_flow': -5865906267990, 'stockholders_equity': 80639246557860, 'total_current_asset': 45313447903200, 'total_non_current_assets': 160514342368500, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -1623929891760, 'total_non_current_liabilities': 100326117993030, 'interest_expense_non_operating': 1388656767600, 'cash_and_short_term_investments': 16265445785910, 'non_interest_bearing_liabilities': None}"
IMPC.JK,2026-06-30,1289965716265.0,243898051256.0,3413006148968,1911646326302,5324652475270,1060939124233.0,271762241515.0,154982281413.0,2026-09-11T13:49:42.547599+00:00,"{'tax': 70607604273, 'date': '2026-06-30', 'ebit': 334240500181, 'ebitda': 355907174004, 'symbol': 'IMPC.JK', 'revenue': 1289965716265, 'earnings': 243898051256, 'cash_only': 479224105745, 'provision': None, 'minorities': 1551103506, 'total_debt': 1060939124233, 'report_date': '2026-06-30', 'gross_profit': 518121819112, 'total_assets': 5324652475270, 'total_equity': 3413006148968, 'net_cash_flow': 31890799825, 'operating_pnl': 313509959791, 'free_cash_flow': 154982281413, 'premium_income': None, 'cost_of_revenue': 771843897153, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 204611859321, 'total_liabilities': 1911646326302, 'net_premium_income': None, 'capital_expenditure': 116779960102, 'current_liabilities': 1133246938101, 'earnings_before_tax': 316056759035, 'financing_cash_flow': -123557473600, 'investing_cash_flow': -116313968090, 'non_interest_income': 1807766571, 'operating_cash_flow': 271762241515, 'stockholders_equity': 3155931451735, 'total_current_asset': 2765196208974, 'total_non_current_assets': 2559456266296, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 2546799244, 'total_non_current_liabilities': 778399388201, 'interest_expense_non_operating': 18183741146, 'cash_and_short_term_investments': 479224105745, 'non_interest_bearing_liabilities': None}"
IMPC.JK,2026-03-31,1175611319712.0,202606320902.0,3241682358994,1931558954532,5173241313526,1074406479700.0,171503941754.0,97079664035.0,2026-09-11T13:49:42.547599+00:00,"{'tax': 41076633046, 'date': '2026-03-31', 'ebit': 260884182382, 'ebitda': 281908516651, 'symbol': 'IMPC.JK', 'revenue': 1175611319712, 'earnings': 202606320902, 'cash_only': 450145234976, 'provision': None, 'minorities': 613638875, 'total_debt': 1074406479700, 'report_date': '2026-03-31', 'gross_profit': 484298718722, 'total_assets': 5173241313526, 'total_equity': 3241682358994, 'net_cash_flow': -250092523854, 'operating_pnl': 237469349433, 'free_cash_flow': 97079664035, 'premium_income': None, 'cost_of_revenue': 691312600990, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 246829369289, 'total_liabilities': 1931558954532, 'net_premium_income': None, 'capital_expenditure': 74424277719, 'current_liabilities': 1162859013195, 'earnings_before_tax': 244296592823, 'financing_cash_flow': -347735102395, 'investing_cash_flow': -73861363213, 'non_interest_income': 3580537827, 'operating_cash_flow': 171503941754, 'stockholders_equity': 2985087437424, 'total_current_asset': 2674064849036, 'total_non_current_assets': 2499176464490, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 6827243390, 'total_non_current_liabilities': 768699941337, 'interest_expense_non_operating': 16587589559, 'cash_and_short_term_investments': 450145234976, 'non_interest_bearing_liabilities': None}"
IMPC.JK,2025-12-31,1247653239756.0,154282231446.0,3398015506369,1911656727202,5309672233571,1049537477948.0,149680993454.0,102312095234.0,2026-09-11T13:49:42.547599+00:00,"{'tax': 55858694100, 'date': '2025-12-31', 'ebit': 231961974197, 'ebitda': 252393542551, 'symbol': 'IMPC.JK', 'revenue': 1247653239756, 'earnings': 154282231446, 'cash_only': 711327058319, 'provision': None, 'minorities': 2112321738, 'total_debt': 1049537477948, 'report_date': '2025-12-31', 'gross_profit': 506812826781, 'total_assets': 5309672233571, 'total_equity': 3398015506369, 'net_cash_flow': 18421009386, 'operating_pnl': 224657594635, 'free_cash_flow': 102312095234, 'premium_income': None, 'cost_of_revenue': 740840412975, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 282155232146, 'total_liabilities': 1911656727202, 'net_premium_income': None, 'capital_expenditure': 47368898220, 'current_liabilities': 1059412745801, 'earnings_before_tax': 212253247284, 'financing_cash_flow': -84881862121, 'investing_cash_flow': -46378121947, 'non_interest_income': 4906594924, 'operating_cash_flow': 149680993454, 'stockholders_equity': 3141754223674, 'total_current_asset': 2850353939685, 'total_non_current_assets': 2459318293886, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -12404347351, 'total_non_current_liabilities': 852243981401, 'interest_expense_non_operating': 19708726913, 'cash_and_short_term_investments': 711327058319, 'non_interest_bearing_liabilities': None}"
IMPC.JK,2025-09-30,1123216705096.0,170125912489.0,3125168603683,1946731811432,5071900415115,1191733832599.0,231616442190.0,194801821446.0,2026-09-11T13:49:42.547599+00:00,"{'tax': 61365372354, 'date': '2025-09-30', 'ebit': 257467401292, 'ebitda': 277381133032, 'symbol': 'IMPC.JK', 'revenue': 1123216705096, 'earnings': 170125912489, 'cash_only': 676770085108, 'provision': None, 'minorities': 1557228093, 'total_debt': 1191733832599, 'report_date': '2025-09-30', 'gross_profit': 447832579626, 'total_assets': 5071900415115, 'total_equity': 3125168603683, 'net_cash_flow': 392174479976, 'operating_pnl': 238700382695, 'free_cash_flow': 194801821446, 'premium_income': None, 'cost_of_revenue': 675384125470, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 209132196931, 'total_liabilities': 1946731811432, 'net_premium_income': None, 'capital_expenditure': 36814620744, 'current_liabilities': 1047342428622, 'earnings_before_tax': 233048512936, 'financing_cash_flow': 197181498451, 'investing_cash_flow': -36623460665, 'non_interest_income': None, 'operating_cash_flow': 231616442190, 'stockholders_equity': 2871188221618, 'total_current_asset': 2637899490399, 'total_non_current_assets': 2434000924716, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -5651869759, 'total_non_current_liabilities': 899389382810, 'interest_expense_non_operating': 24418888356, 'cash_and_short_term_investments': 676770085108, 'non_interest_bearing_liabilities': None}"
AADI.JK,2026-06-30,26891529196000.0,5919682573000.0,70419659821000,42728474901000,113148134722000,12581189201000.0,7241595319000.0,6361036115000.0,2026-09-11T13:49:45.628772+00:00,"{'tax': 1531456339000, 'date': '2026-06-30', 'ebit': 8429659343000, 'ebitda': 9205500557900, 'symbol': 'AADI.JK', 'revenue': 26891529196000, 'earnings': 5919682573000, 'cash_only': 21463192072000, 'provision': None, 'minorities': 714832363000, 'total_debt': 12581189201000, 'report_date': '2026-06-30', 'gross_profit': 9399641951000, 'total_assets': 113148134722000, 'total_equity': 70419659821000, 'net_cash_flow': 5202970815000, 'operating_pnl': 8161711313000, 'free_cash_flow': 6361036115000, 'premium_income': None, 'cost_of_revenue': 17491887245000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 1237930638000, 'total_liabilities': 42728474901000, 'net_premium_income': None, 'capital_expenditure': 880559204000, 'current_liabilities': 20797367171000, 'earnings_before_tax': 8165971275000, 'financing_cash_flow': -781917815000, 'investing_cash_flow': -1256706689000, 'non_interest_income': None, 'operating_cash_flow': 7241595319000, 'stockholders_equity': 64223545092000, 'total_current_asset': 53924907967000, 'total_non_current_assets': 59223226755000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 4259962000, 'total_non_current_liabilities': 21931107730000, 'interest_expense_non_operating': 263688068000, 'cash_and_short_term_investments': 21463192072000, 'non_interest_bearing_liabilities': None}"
AADI.JK,2026-03-31,17749238267520.0,2431368506280.0,64273574413800,33984391338600,98257965752400,8836730458020.0,769825139340.0,-540300335160.0,2026-09-11T13:49:45.628772+00:00,"{'tax': 929300938260, 'date': '2026-03-31', 'ebit': 3653512022220, 'ebitda': 4000238450100, 'symbol': 'AADI.JK', 'revenue': 17749238267520, 'earnings': 2431368506280, 'cash_only': 15543553003860, 'provision': None, 'minorities': 182389183800, 'total_debt': 8836730458020, 'report_date': '2026-03-31', 'gross_profit': 4377901347180, 'total_assets': 98257965752400, 'total_equity': 64273574413800, 'net_cash_flow': -144772477020, 'operating_pnl': 3493118328060, 'free_cash_flow': -540300335160, 'premium_income': None, 'cost_of_revenue': 13371336920340, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 884783019120, 'total_liabilities': 33984391338600, 'net_premium_income': None, 'capital_expenditure': 1310125474500, 'current_liabilities': 14672385430800, 'earnings_before_tax': 3543058628340, 'financing_cash_flow': 246250895220, 'investing_cash_flow': -1160848511580, 'non_interest_income': 7931000, 'operating_cash_flow': 769825139340, 'stockholders_equity': 59059249528200, 'total_current_asset': 30742606325700, 'total_non_current_assets': 67515359426700, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 49940300280, 'total_non_current_liabilities': 19312005907800, 'interest_expense_non_operating': 110453393880, 'cash_and_short_term_investments': 15543553003860, 'non_interest_bearing_liabilities': None}"
AADI.JK,2025-12-31,21776393882100.0,2892997529760.0,61081853036880,34421006986080,95502860022960,6760391760720.0,2917951591620.0,1553879892240.0,2026-09-11T13:49:45.628772+00:00,"{'tax': 811283162040, 'date': '2025-12-31', 'ebit': 4288232517660, 'ebitda': 4704572876640, 'symbol': 'AADI.JK', 'revenue': 21776393882100, 'earnings': 2892997529760, 'cash_only': 15488673224700, 'provision': None, 'minorities': 359147695140, 'total_debt': 6760391760720, 'report_date': '2025-12-31', 'gross_profit': 5329457903640, 'total_assets': 95502860022960, 'total_equity': 61081853036880, 'net_cash_flow': -8240899012320, 'operating_pnl': 4069671086520, 'free_cash_flow': 1553879892240, 'premium_income': None, 'cost_of_revenue': 16446935978460, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 1259786817120, 'total_liabilities': 34421006986080, 'net_premium_income': None, 'capital_expenditure': 1364071699380, 'current_liabilities': 15441995237760, 'earnings_before_tax': 4063428386940, 'financing_cash_flow': -8336983029180, 'investing_cash_flow': -2821867574760, 'non_interest_income': 10748000, 'operating_cash_flow': 2917951591620, 'stockholders_equity': 55791826233000, 'total_current_asset': 30063234477120, 'total_non_current_assets': 65439625545840, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -6242699580, 'total_non_current_liabilities': 18979011748320, 'interest_expense_non_operating': 224804130720, 'cash_and_short_term_investments': 15488673224700, 'non_interest_bearing_liabilities': None}"
AADI.JK,2025-09-30,20132955521640.0,2640528679880.0,63128644018960,38602375145360,101731019164320,10382152439360.0,2374713140280.0,949845308880.0,2026-09-11T13:49:45.628772+00:00,"{'tax': 721979639680, 'date': '2025-09-30', 'ebit': 3814011909240, 'ebitda': 4381894791750, 'symbol': 'AADI.JK', 'revenue': 20132955521640, 'earnings': 2640528679880, 'cash_only': 23586010900400, 'provision': None, 'minorities': 248804676640, 'total_debt': 10382152439360, 'report_date': '2025-09-30', 'gross_profit': 4123519733840, 'total_assets': 101731019164320, 'total_equity': 63128644018960, 'net_cash_flow': -168960146680, 'operating_pnl': 3165218927520, 'free_cash_flow': 949845308880, 'premium_income': None, 'cost_of_revenue': 16009435787800, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 958300806320, 'total_liabilities': 38602375145360, 'net_premium_income': None, 'capital_expenditure': 1424867831400, 'current_liabilities': 15982537984920, 'earnings_before_tax': 3611312996200, 'financing_cash_flow': -1169838044440, 'investing_cash_flow': -1373835242520, 'non_interest_income': None, 'operating_cash_flow': 2374713140280, 'stockholders_equity': 57667457932240, 'total_current_asset': 37049060318400, 'total_non_current_assets': 64681958845920, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 446094068680, 'total_non_current_liabilities': 22619837160440, 'interest_expense_non_operating': 202698913040, 'cash_and_short_term_investments': 23586010900400, 'non_interest_bearing_liabilities': None}"
MGLV.JK,2026-06-30,,,114233933519,69809832851,184043766370,7625053.0,,,2026-09-11T13:49:48.907124+00:00,"{'tax': None, 'date': '2026-06-30', 'ebit': None, 'ebitda': None, 'symbol': 'MGLV.JK', 'revenue': None, 'earnings': None, 'cash_only': 1291685076, 'provision': None, 'minorities': None, 'total_debt': 7625053, 'report_date': '2026-06-30', 'gross_profit': None, 'total_assets': 184043766370, 'total_equity': 114233933519, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 69809832851, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 64613729022, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 113257351147, 'total_current_asset': 174520465112, 'total_non_current_assets': 9523301258, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 5196103829, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 1291685076, 'non_interest_bearing_liabilities': None}"
MGLV.JK,2025-12-31,,,128173031355,59739988344,187913019699,16361068.0,,,2026-09-11T13:49:48.907124+00:00,"{'tax': None, 'date': '2025-12-31', 'ebit': None, 'ebitda': None, 'symbol': 'MGLV.JK', 'revenue': None, 'earnings': None, 'cash_only': 3156869509, 'provision': None, 'minorities': None, 'total_debt': 16361068, 'report_date': '2025-12-31', 'gross_profit': None, 'total_assets': 187913019699, 'total_equity': 128173031355, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 59739988344, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 58462561164, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 127197337830, 'total_current_asset': 178578927403, 'total_non_current_assets': 9334092296, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 1277427180, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 3156869509, 'non_interest_bearing_liabilities': None}"
MGLV.JK,2025-06-30,,,146233923099,57266938337,203500861436,,,,2026-09-11T13:49:48.907124+00:00,"{'tax': None, 'date': '2025-06-30', 'ebit': None, 'ebitda': None, 'symbol': 'MGLV.JK', 'revenue': None, 'earnings': None, 'cash_only': 1841566133, 'provision': None, 'minorities': None, 'total_debt': None, 'report_date': '2025-06-30', 'gross_profit': None, 'total_assets': 203500861436, 'total_equity': 146233923099, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 57266938337, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 52416828586, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 145704351221, 'total_current_asset': 185497929705, 'total_non_current_assets': 18002931731, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 4850109751, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 1841566133, 'non_interest_bearing_liabilities': None}"
MGLV.JK,2024-12-31,,,137089219981,130991846193,268081066174,2011988040.0,,,2026-09-11T13:49:48.907124+00:00,"{'tax': None, 'date': '2024-12-31', 'ebit': None, 'ebitda': None, 'symbol': 'MGLV.JK', 'revenue': None, 'earnings': None, 'cash_only': 7783983677, 'provision': None, 'minorities': None, 'total_debt': 2011988040, 'report_date': '2024-12-31', 'gross_profit': None, 'total_assets': 268081066174, 'total_equity': 137089219981, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 130991846193, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 129949116445, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 136155777335, 'total_current_asset': 249000761518, 'total_non_current_assets': 19080304656, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 1042729748, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 7783983677, 'non_interest_bearing_liabilities': None}"
SOHO.JK,2026-06-30,2726781000000.0,183064000000.0,2454603000000,3139705000000,5594308000000,4504000000.0,324210000000.0,316783000000.0,2026-09-11T13:49:52.240769+00:00,"{'tax': 51643000000, 'date': '2026-06-30', 'ebit': 234810000000, 'ebitda': 250176000000, 'symbol': 'SOHO.JK', 'revenue': 2726781000000, 'earnings': 183064000000, 'cash_only': 720577000000, 'provision': None, 'minorities': 0, 'total_debt': 4504000000, 'report_date': '2026-06-30', 'gross_profit': 539327000000, 'total_assets': 5594308000000, 'total_equity': 2454603000000, 'net_cash_flow': -98249000000, 'operating_pnl': 237928000000, 'free_cash_flow': 316783000000, 'premium_income': None, 'cost_of_revenue': 2187454000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 301399000000, 'total_liabilities': 3139705000000, 'net_premium_income': None, 'capital_expenditure': 7427000000, 'current_liabilities': 2936269000000, 'earnings_before_tax': 234707000000, 'financing_cash_flow': -419008000000, 'investing_cash_flow': -3451000000, 'non_interest_income': 6299000000, 'operating_cash_flow': 324210000000, 'stockholders_equity': 2454603000000, 'total_current_asset': 4966088000000, 'total_non_current_assets': 628220000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -3221000000, 'total_non_current_liabilities': 203436000000, 'interest_expense_non_operating': 103000000, 'cash_and_short_term_investments': 720577000000, 'non_interest_bearing_liabilities': None}"
SOHO.JK,2026-03-31,2635637000000.0,189858000000.0,2772860000000,3024321000000,5797181000000,5099000000.0,143763000000.0,132215000000.0,2026-09-11T13:49:52.240769+00:00,"{'tax': 51495000000, 'date': '2026-03-31', 'ebit': 241498000000, 'ebitda': 255075000000, 'symbol': 'SOHO.JK', 'revenue': 2635637000000, 'earnings': 189858000000, 'cash_only': 818826000000, 'provision': None, 'minorities': 0, 'total_debt': 5099000000, 'report_date': '2026-03-31', 'gross_profit': 532294000000, 'total_assets': 5797181000000, 'total_equity': 2772860000000, 'net_cash_flow': -285300000000, 'operating_pnl': 242899000000, 'free_cash_flow': 132215000000, 'premium_income': None, 'cost_of_revenue': 2103343000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 289395000000, 'total_liabilities': 3024321000000, 'net_premium_income': None, 'capital_expenditure': 11548000000, 'current_liabilities': 2818945000000, 'earnings_before_tax': 241353000000, 'financing_cash_flow': -423423000000, 'investing_cash_flow': -5640000000, 'non_interest_income': 5040000000, 'operating_cash_flow': 143763000000, 'stockholders_equity': 2772860000000, 'total_current_asset': 5152820000000, 'total_non_current_assets': 644361000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -1546000000, 'total_non_current_liabilities': 205376000000, 'interest_expense_non_operating': 145000000, 'cash_and_short_term_investments': 818826000000, 'non_interest_bearing_liabilities': None}"
