symbol,report_date,revenue,earnings,total_equity,total_liabilities,total_assets,total_debt,operating_cash_flow,free_cash_flow,fetched_at,raw_response
SOHO.JK,2025-12-31,2854681000000.0,160228000000.0,2583002000000,3574485000000,6157487000000,7219000000.0,194337000000.0,184071000000.0,2026-09-11T13:49:52.240769+00:00,"{'tax': 48336000000, 'date': '2025-12-31', 'ebit': 208742000000, 'ebitda': 221344000000, 'symbol': 'SOHO.JK', 'revenue': 2854681000000, 'earnings': 160228000000, 'cash_only': 1104126000000, 'provision': None, 'minorities': 0, 'total_debt': 7219000000, 'report_date': '2025-12-31', 'gross_profit': 495354000000, 'total_assets': 6157487000000, 'total_equity': 2583002000000, 'net_cash_flow': 186885000000, 'operating_pnl': 207959000000, 'free_cash_flow': 184071000000, 'premium_income': None, 'cost_of_revenue': 2359327000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 287395000000, 'total_liabilities': 3574485000000, 'net_premium_income': None, 'capital_expenditure': -10266000000, 'current_liabilities': 3376389000000, 'earnings_before_tax': 208564000000, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': 6057000000, 'operating_cash_flow': 194337000000, 'stockholders_equity': 2583002000000, 'total_current_asset': 5514743000000, 'total_non_current_assets': 642744000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 5158000000, 'total_non_current_liabilities': 198096000000, 'interest_expense_non_operating': 178000000, 'cash_and_short_term_investments': 1104126000000, 'non_interest_bearing_liabilities': None}"
SOHO.JK,2025-09-30,2755513000000.0,149733000000.0,2847028000000,3158125000000,6005153000000,,277347000000.0,270194000000.0,2026-09-11T13:49:52.240769+00:00,"{'tax': 44617000000, 'date': '2025-09-30', 'ebit': 194051000000, 'ebitda': 206501000000, 'symbol': 'SOHO.JK', 'revenue': 2755513000000, 'earnings': 149733000000, 'cash_only': None, 'provision': None, 'minorities': 0, 'total_debt': None, 'report_date': '2025-09-30', 'gross_profit': 448110000000, 'total_assets': 6005153000000, 'total_equity': 2847028000000, 'net_cash_flow': 268168000000, 'operating_pnl': 184710000000, 'free_cash_flow': 270194000000, 'premium_income': None, 'cost_of_revenue': 2307403000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 263400000000, 'total_liabilities': 3158125000000, 'net_premium_income': None, 'capital_expenditure': -7153000000, 'current_liabilities': 2969262000000, 'earnings_before_tax': 194350000000, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': 6086000000, 'operating_cash_flow': 277347000000, 'stockholders_equity': 2847028000000, 'total_current_asset': 5354078000000, 'total_non_current_assets': 651075000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 6101000000, 'total_non_current_liabilities': 188863000000, 'interest_expense_non_operating': -299000000, 'cash_and_short_term_investments': 917241000000, 'non_interest_bearing_liabilities': None}"
BELI.JK,2026-06-30,6995135000000.0,-408352000000.0,9336174000000,9414947000000,18751121000000,3702772000000.0,-71356000000.0,-144340000000.0,2026-09-11T13:49:55.453521+00:00,"{'tax': 27852000000, 'date': '2026-06-30', 'ebit': -276310000000, 'ebitda': -237332000000, 'symbol': 'BELI.JK', 'revenue': 6995135000000, 'earnings': -408352000000, 'cash_only': 1630052000000, 'provision': None, 'minorities': -8736000000, 'total_debt': 3702772000000, 'report_date': '2026-06-30', 'gross_profit': 1136725000000, 'total_assets': 18751121000000, 'total_equity': 9336174000000, 'net_cash_flow': -215336000000, 'operating_pnl': -295204000000, 'free_cash_flow': -144340000000, 'premium_income': None, 'cost_of_revenue': 5858410000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 1431929000000, 'total_liabilities': 9414947000000, 'net_premium_income': None, 'capital_expenditure': 72984000000, 'current_liabilities': 8129849000000, 'earnings_before_tax': -389236000000, 'financing_cash_flow': -41966000000, 'investing_cash_flow': -102014000000, 'non_interest_income': 12450000000, 'operating_cash_flow': -71356000000, 'stockholders_equity': 9149030000000, 'total_current_asset': 10114740000000, 'total_non_current_assets': 8636381000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -94032000000, 'total_non_current_liabilities': 1285098000000, 'interest_expense_non_operating': 112926000000, 'cash_and_short_term_investments': 1630052000000, 'non_interest_bearing_liabilities': None}"
BELI.JK,2026-03-31,7835282000000.0,-303004000000.0,9152997000000,9478304000000,18631301000000,4213452000000.0,-108610000000.0,-171098000000.0,2026-09-11T13:49:55.453521+00:00,"{'tax': 40093000000, 'date': '2026-03-31', 'ebit': -192827000000, 'ebitda': -171708000000, 'symbol': 'BELI.JK', 'revenue': 7835282000000, 'earnings': -303004000000, 'cash_only': 1845388000000, 'provision': None, 'minorities': 1021000000, 'total_debt': 4213452000000, 'report_date': '2026-03-31', 'gross_profit': 1188035000000, 'total_assets': 18631301000000, 'total_equity': 9152997000000, 'net_cash_flow': 303155000000, 'operating_pnl': -227581000000, 'free_cash_flow': -171098000000, 'premium_income': None, 'cost_of_revenue': 6647247000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 1415616000000, 'total_liabilities': 9478304000000, 'net_premium_income': None, 'capital_expenditure': 62488000000, 'current_liabilities': 8215987000000, 'earnings_before_tax': -261890000000, 'financing_cash_flow': 503050000000, 'investing_cash_flow': -91285000000, 'non_interest_income': 11380000000, 'operating_cash_flow': -108610000000, 'stockholders_equity': 8957117000000, 'total_current_asset': 10014145000000, 'total_non_current_assets': 8617156000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -34309000000, 'total_non_current_liabilities': 1262317000000, 'interest_expense_non_operating': 69063000000, 'cash_and_short_term_investments': 1845388000000, 'non_interest_bearing_liabilities': None}"
BELI.JK,2025-12-31,7121684000000.0,-436610000000.0,9454333000000,8346445000000,17800778000000,3608453000000.0,-760840000000.0,-969846000000.0,2026-09-11T13:49:55.453521+00:00,"{'tax': 45182000000, 'date': '2025-12-31', 'ebit': -326016000000, 'ebitda': -190182000000, 'symbol': 'BELI.JK', 'revenue': 7121684000000, 'earnings': -436610000000, 'cash_only': 1542233000000, 'provision': None, 'minorities': -5387000000, 'total_debt': 3608453000000, 'report_date': '2025-12-31', 'gross_profit': 1231183000000, 'total_assets': 17800778000000, 'total_equity': 9454333000000, 'net_cash_flow': -96168000000, 'operating_pnl': -353098000000, 'free_cash_flow': -969846000000, 'premium_income': None, 'cost_of_revenue': 5890501000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 1584281000000, 'total_liabilities': 8346445000000, 'net_premium_income': None, 'capital_expenditure': 209006000000, 'current_liabilities': 7102062000000, 'earnings_before_tax': -396815000000, 'financing_cash_flow': 876355000000, 'investing_cash_flow': -211683000000, 'non_interest_income': 11686000000, 'operating_cash_flow': -760840000000, 'stockholders_equity': 9259474000000, 'total_current_asset': 9197181000000, 'total_non_current_assets': 8603597000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -43717000000, 'total_non_current_liabilities': 1244383000000, 'interest_expense_non_operating': 70799000000, 'cash_and_short_term_investments': 1542233000000, 'non_interest_bearing_liabilities': None}"
BELI.JK,2025-09-30,5643655000000.0,-589901000000.0,9120818000000,8408155000000,17528973000000,3421037000000.0,-202138000000.0,-256360000000.0,2026-09-11T13:49:55.453521+00:00,"{'tax': 7121000000, 'date': '2025-09-30', 'ebit': -520580000000, 'ebitda': None, 'symbol': 'BELI.JK', 'revenue': 5643655000000, 'earnings': -589901000000, 'cash_only': 1638401000000, 'provision': None, 'minorities': -3136000000, 'total_debt': 3421037000000, 'report_date': '2025-09-30', 'gross_profit': 906025000000, 'total_assets': 17528973000000, 'total_equity': 9120818000000, 'net_cash_flow': -167605000000, 'operating_pnl': -554746000000, 'free_cash_flow': -256360000000, 'premium_income': None, 'cost_of_revenue': 4737630000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 1460771000000, 'total_liabilities': 8408155000000, 'net_premium_income': None, 'capital_expenditure': 54222000000, 'current_liabilities': 7095546000000, 'earnings_before_tax': -585916000000, 'financing_cash_flow': 90599000000, 'investing_cash_flow': -56066000000, 'non_interest_income': None, 'operating_cash_flow': -202138000000, 'stockholders_equity': 8919784000000, 'total_current_asset': 8993816000000, 'total_non_current_assets': 8535157000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -31170000000, 'total_non_current_liabilities': 1312609000000, 'interest_expense_non_operating': 65336000000, 'cash_and_short_term_investments': 1638401000000, 'non_interest_bearing_liabilities': None}"
SRAJ.JK,2026-06-30,657127000000.0,-154081000000.0,1091118000000,6530636000000,7621754000000,4262967000000.0,90941000000.0,-155705000000.0,2026-09-11T13:49:58.91768+00:00,"{'tax': -9940000000, 'date': '2026-06-30', 'ebit': -56838000000, 'ebitda': 78275000000, 'symbol': 'SRAJ.JK', 'revenue': 657127000000, 'earnings': -154081000000, 'cash_only': 1530185000000, 'provision': None, 'minorities': 29000000, 'total_debt': 4262967000000, 'report_date': '2026-06-30', 'gross_profit': 263309000000, 'total_assets': 7621754000000, 'total_equity': 1091118000000, 'net_cash_flow': -113333000000, 'operating_pnl': -12493000000, 'free_cash_flow': -155705000000, 'premium_income': None, 'cost_of_revenue': 393818000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 275802000000, 'total_liabilities': 6530636000000, 'net_premium_income': None, 'capital_expenditure': 246646000000, 'current_liabilities': 1563919000000, 'earnings_before_tax': -163992000000, 'financing_cash_flow': 42372000000, 'investing_cash_flow': -246646000000, 'non_interest_income': 13435000000, 'operating_cash_flow': 90941000000, 'stockholders_equity': 1089259000000, 'total_current_asset': 2186356000000, 'total_non_current_assets': 5435398000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -151499000000, 'total_non_current_liabilities': 4966717000000, 'interest_expense_non_operating': 107154000000, 'cash_and_short_term_investments': 1530185000000, 'non_interest_bearing_liabilities': None}"
SRAJ.JK,2026-03-31,644900000000.0,-90596000000.0,1245170000000,6291556000000,7536726000000,4027066000000.0,100916000000.0,-210039000000.0,2026-09-11T13:49:58.91768+00:00,"{'tax': -18387000000, 'date': '2026-03-31', 'ebit': -3972000000, 'ebitda': 75721000000, 'symbol': 'SRAJ.JK', 'revenue': 644900000000, 'earnings': -90596000000, 'cash_only': 1589719000000, 'provision': None, 'minorities': 41000000, 'total_debt': 4027066000000, 'report_date': '2026-03-31', 'gross_profit': 249760000000, 'total_assets': 7536726000000, 'total_equity': 1245170000000, 'net_cash_flow': -251016000000, 'operating_pnl': -12809000000, 'free_cash_flow': -210039000000, 'premium_income': None, 'cost_of_revenue': 395140000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 262569000000, 'total_liabilities': 6291556000000, 'net_premium_income': None, 'capital_expenditure': 310955000000, 'current_liabilities': 1544259000000, 'earnings_before_tax': -108942000000, 'financing_cash_flow': -40977000000, 'investing_cash_flow': -310955000000, 'non_interest_income': 15827000000, 'operating_cash_flow': 100916000000, 'stockholders_equity': 1243340000000, 'total_current_asset': 2246114000000, 'total_non_current_assets': 5290612000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -96133000000, 'total_non_current_liabilities': 4747297000000, 'interest_expense_non_operating': 104970000000, 'cash_and_short_term_investments': 1589719000000, 'non_interest_bearing_liabilities': None}"
SRAJ.JK,2025-12-31,714372000000.0,-110538000000.0,1335725000000,6288185000000,7623910000000,3957939000000.0,64953000000.0,-51222000000.0,2026-09-11T13:49:58.91768+00:00,"{'tax': 28980000000, 'date': '2025-12-31', 'ebit': 24557000000, 'ebitda': 52901000000, 'symbol': 'SRAJ.JK', 'revenue': 714372000000, 'earnings': -110538000000, 'cash_only': 1826263000000, 'provision': None, 'minorities': -29000000, 'total_debt': 3957939000000, 'report_date': '2025-12-31', 'gross_profit': 304049000000, 'total_assets': 7623910000000, 'total_equity': 1335725000000, 'net_cash_flow': -124036000000, 'operating_pnl': -2106000000, 'free_cash_flow': -51222000000, 'premium_income': None, 'cost_of_revenue': 410323000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 306155000000, 'total_liabilities': 6288185000000, 'net_premium_income': None, 'capital_expenditure': 116175000000, 'current_liabilities': 1610030000000, 'earnings_before_tax': -81587000000, 'financing_cash_flow': -54861000000, 'investing_cash_flow': -134128000000, 'non_interest_income': 22297000000, 'operating_cash_flow': 64953000000, 'stockholders_equity': 1332590000000, 'total_current_asset': 2527917000000, 'total_non_current_assets': 5095993000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -79481000000, 'total_non_current_liabilities': 4678155000000, 'interest_expense_non_operating': 106144000000, 'cash_and_short_term_investments': 1826263000000, 'non_interest_bearing_liabilities': None}"
SRAJ.JK,2025-09-30,686193383026.0,-22911287543.0,1448794000000,6190823000000,7639617000000,4271179000000.0,36755893159.0,-160216644160.0,2026-09-11T13:49:58.91768+00:00,"{'tax': -21324696375, 'date': '2025-09-30', 'ebit': 61462596923, 'ebitda': None, 'symbol': 'SRAJ.JK', 'revenue': 686193383026, 'earnings': -22911287543, 'cash_only': 1955145000000, 'provision': None, 'minorities': 135377099, 'total_debt': 4271179000000, 'report_date': '2025-09-30', 'gross_profit': 292323665391, 'total_assets': 7639617000000, 'total_equity': 1448794000000, 'net_cash_flow': -146931541463, 'operating_pnl': 55797763709, 'free_cash_flow': -160216644160, 'premium_income': None, 'cost_of_revenue': 393869717635, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 236525901682, 'total_liabilities': 6190823000000, 'net_premium_income': None, 'capital_expenditure': 196972537319, 'current_liabilities': 1948036000000, 'earnings_before_tax': -44100606819, 'financing_cash_flow': 13387102697, 'investing_cash_flow': -197074537319, 'non_interest_income': None, 'operating_cash_flow': 36755893159, 'stockholders_equity': 1446983000000, 'total_current_asset': 2658687000000, 'total_non_current_assets': 4980930000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -99898370528, 'total_non_current_liabilities': 4242787000000, 'interest_expense_non_operating': 105563203742, 'cash_and_short_term_investments': 1955145000000, 'non_interest_bearing_liabilities': None}"
BRPT.JK,2026-06-30,55767627916000.0,1790061091000.0,116231165876000,222987460304000,339218626180000,153428599191000.0,2561024718000.0,-1392953877000.0,2026-09-11T13:50:02.159746+00:00,"{'tax': 1367036125000, 'date': '2026-06-30', 'ebit': 8179860899000, 'ebitda': 6910353232140, 'symbol': 'BRPT.JK', 'revenue': 55767627916000, 'earnings': 1790061091000, 'cash_only': 56950895008000, 'provision': None, 'minorities': 2642089289000, 'total_debt': 153428599191000, 'report_date': '2026-06-30', 'gross_profit': 7410919859000, 'total_assets': 339218626180000, 'total_equity': 116231165876000, 'net_cash_flow': 1203439265000, 'operating_pnl': 5812843442000, 'free_cash_flow': -1392953877000, 'premium_income': None, 'cost_of_revenue': 48356708057000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 1598076417000, 'total_liabilities': 222987460304000, 'net_premium_income': None, 'capital_expenditure': 3953978595000, 'current_liabilities': 63934708929000, 'earnings_before_tax': 5799186505000, 'financing_cash_flow': 3616868829000, 'investing_cash_flow': -4974454282000, 'non_interest_income': 37556000, 'operating_cash_flow': 2561024718000, 'stockholders_equity': 43560330926000, 'total_current_asset': 139394530261000, 'total_non_current_assets': 199824095919000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -13656937000, 'total_non_current_liabilities': 159052751375000, 'interest_expense_non_operating': 2380674394000, 'cash_and_short_term_investments': 56950895008000, 'non_interest_bearing_liabilities': None}"
BRPT.JK,2026-03-31,43689212720820.0,1537916476560.0,107275300597920,192217513086180,299492813684100,142477806912240.0,-3608008215600.0,-6059757395820.0,2026-09-11T13:50:02.159746+00:00,"{'tax': 1095168007740, 'date': '2026-03-31', 'ebit': 7844553695820, 'ebitda': 10858037764860, 'symbol': 'BRPT.JK', 'revenue': 43689212720820, 'earnings': 1537916476560, 'cash_only': 52941426759420, 'provision': None, 'minorities': 3065566124880, 'total_debt': 142477806912240, 'report_date': '2026-03-31', 'gross_profit': 9870637457520, 'total_assets': 299492813684100, 'total_equity': 107275300597920, 'net_cash_flow': 1827206459700, 'operating_pnl': 8421467852220, 'free_cash_flow': -6059757395820, 'premium_income': None, 'cost_of_revenue': 33818575263300, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 1449169605300, 'total_liabilities': 192217513086180, 'net_premium_income': None, 'capital_expenditure': 2451749180220, 'current_liabilities': 41016709735380, 'earnings_before_tax': 5698650609180, 'financing_cash_flow': 4991905270500, 'investing_cash_flow': 443309404800, 'non_interest_income': 30346000, 'operating_cash_flow': -3608008215600, 'stockholders_equity': 39607281594360, 'total_current_asset': 112646041631640, 'total_non_current_assets': 186846772052460, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -2722817243040, 'total_non_current_liabilities': 151200803350800, 'interest_expense_non_operating': 2145903086640, 'cash_and_short_term_investments': 52941426759420, 'non_interest_bearing_liabilities': None}"
BRPT.JK,2025-12-31,34594764913800.0,-1545427979940.0,101182478142720,189248843630340,290431321773060,135705728162940.0,4393002757260.0,-19137288450540.0,2026-09-11T13:50:02.159746+00:00,"{'tax': -239749789500, 'date': '2025-12-31', 'ebit': -1473829404060, 'ebitda': 3455900153200, 'symbol': 'BRPT.JK', 'revenue': 34594764913800, 'earnings': -1545427979940, 'cash_only': 50327572880520, 'provision': None, 'minorities': -1863219882420, 'total_debt': 135705728162940, 'report_date': '2025-12-31', 'gross_profit': 1110480857460, 'total_assets': 290431321773060, 'total_equity': 101182478142720, 'net_cash_flow': 651533651340, 'operating_pnl': -2740729216680, 'free_cash_flow': -19137288450540, 'premium_income': None, 'cost_of_revenue': 33484284056340, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 3851210074140, 'total_liabilities': 189248843630340, 'net_premium_income': None, 'capital_expenditure': 23530291207800, 'current_liabilities': 44638599079620, 'earnings_before_tax': -3648397651860, 'financing_cash_flow': 22058101976820, 'investing_cash_flow': -25799571082740, 'non_interest_income': 31412000, 'operating_cash_flow': 4393002757260, 'stockholders_equity': 37546842147360, 'total_current_asset': 104377535302560, 'total_non_current_assets': 186053786470500, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -907668435180, 'total_non_current_liabilities': 144610244550720, 'interest_expense_non_operating': 2174568247800, 'cash_and_short_term_investments': 50327572880520, 'non_interest_bearing_liabilities': None}"
BRPT.JK,2025-09-30,38865893719120.0,704436146960.0,106094588473120,160422441165480,266517029638600,113637508042760.0,1617613225800.0,-1051594237720.0,2026-09-11T13:50:02.159746+00:00,"{'tax': -263318837600, 'date': '2025-09-30', 'ebit': 3157678887480, 'ebitda': None, 'symbol': 'BRPT.JK', 'revenue': 38865893719120, 'earnings': 704436146960, 'cash_only': 49403623982440, 'provision': None, 'minorities': 884082178200, 'total_debt': 113637508042760, 'report_date': '2025-09-30', 'gross_profit': 646462726520, 'total_assets': 266517029638600, 'total_equity': 106094588473120, 'net_cash_flow': -2369153817160, 'operating_pnl': -891821954400, 'free_cash_flow': -1051594237720, 'premium_income': None, 'cost_of_revenue': 38219430992600, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 1538284680920, 'total_liabilities': 160422441165480, 'net_premium_income': None, 'capital_expenditure': 2669207463520, 'current_liabilities': 37111677604560, 'earnings_before_tax': 1325199487560, 'financing_cash_flow': 4913642693440, 'investing_cash_flow': -8900409736400, 'non_interest_income': None, 'operating_cash_flow': 1617613225800, 'stockholders_equity': 38127951831320, 'total_current_asset': 107409451614400, 'total_non_current_assets': 159107578024200, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 2217021441960, 'total_non_current_liabilities': 123310763560920, 'interest_expense_non_operating': 1832479399920, 'cash_and_short_term_investments': 49403623982440, 'non_interest_bearing_liabilities': None}"
TPIA.JK,2026-06-30,52713056172000.0,2454078193000.0,88856274185000,157543632988000,246399907173000,105799861363000.0,3593045260000.0,-707905450000.0,2026-09-11T13:50:05.386043+00:00,"{'tax': 668438155000, 'date': '2026-06-30', 'ebit': 5305675277000, 'ebitda': 5345759498740, 'symbol': 'TPIA.JK', 'revenue': 52713056172000, 'earnings': 2454078193000, 'cash_only': 52288903569000, 'provision': None, 'minorities': 518909909000, 'total_debt': 105799861363000, 'report_date': '2026-06-30', 'gross_profit': 5195274245000, 'total_assets': 246399907173000, 'total_equity': 88856274185000, 'net_cash_flow': 1689969883000, 'operating_pnl': 3756319938000, 'free_cash_flow': -707905450000, 'premium_income': None, 'cost_of_revenue': 47517781927000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 1438954307000, 'total_liabilities': 157543632988000, 'net_premium_income': None, 'capital_expenditure': 4300950710000, 'current_liabilities': 53955443661000, 'earnings_before_tax': 3641426257000, 'financing_cash_flow': 2056702494000, 'investing_cash_flow': -3959777871000, 'non_interest_income': 33908000, 'operating_cash_flow': 3593045260000, 'stockholders_equity': 70890224531000, 'total_current_asset': 124002822181000, 'total_non_current_assets': 122397084992000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -114893681000, 'total_non_current_liabilities': 103588189327000, 'interest_expense_non_operating': 1664249020000, 'cash_and_short_term_investments': 52288903569000, 'non_interest_bearing_liabilities': None}"
TPIA.JK,2026-03-31,40858933742460.0,2483960503920.0,82558778511180,130063987709760,212622766220940,96612944499780.0,-3248839207800.0,-2931349443120.0,2026-09-11T13:50:05.386043+00:00,"{'tax': 432158677440, 'date': '2026-03-31', 'ebit': 5531100731760, 'ebitda': 7843261843260, 'symbol': 'TPIA.JK', 'revenue': 40858933742460, 'earnings': 2483960503920, 'cash_only': 48052053786840, 'provision': None, 'minorities': 1002086631180, 'total_debt': 96612944499780, 'report_date': '2026-03-31', 'gross_profit': 7497266331960, 'total_assets': 212622766220940, 'total_equity': 82558778511180, 'net_cash_flow': 1480836991080, 'operating_pnl': 6566877517860, 'free_cash_flow': -2931349443120, 'premium_income': None, 'cost_of_revenue': 33361667410500, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 930388814100, 'total_liabilities': 130063987709760, 'net_premium_income': None, 'capital_expenditure': -317489764680, 'current_liabilities': 31876410923820, 'earnings_before_tax': 3918205812540, 'financing_cash_flow': 3559648734900, 'investing_cash_flow': 1170027463980, 'non_interest_income': 26930000, 'operating_cash_flow': -3248839207800, 'stockholders_equity': 65710760386800, 'total_current_asset': 98434660586100, 'total_non_current_assets': 114188105634840, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -2648671705320, 'total_non_current_liabilities': 98187576785940, 'interest_expense_non_operating': 1612894919220, 'cash_and_short_term_investments': 48052053786840, 'non_interest_bearing_liabilities': None}"
TPIA.JK,2025-12-31,32094387999180.0,-3470505818520.0,77940271620900,128298505696140,206238777317040,84863458928040.0,4595631078480.0,-19983935752560.0,2026-09-11T13:50:05.386043+00:00,"{'tax': -797927466960, 'date': '2025-12-31', 'ebit': -2887256923980, 'ebitda': 488262676000, 'symbol': 'TPIA.JK', 'revenue': 32094387999180, 'earnings': -3470505818520, 'cash_only': 45854486162160, 'provision': None, 'minorities': 30577512420, 'total_debt': 84863458928040, 'report_date': '2025-12-31', 'gross_profit': -561876435120, 'total_assets': 206238777317040, 'total_equity': 77940271620900, 'net_cash_flow': 2843072669580, 'operating_pnl': -4262291004660, 'free_cash_flow': -19983935752560, 'premium_income': None, 'cost_of_revenue': 32656264434300, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 3700414569540, 'total_liabilities': 128298505696140, 'net_premium_income': None, 'capital_expenditure': 24579566831040, 'current_liabilities': 36566604421620, 'earnings_before_tax': -4237855773060, 'financing_cash_flow': 21539757074160, 'investing_cash_flow': -23292315483060, 'non_interest_income': 12266000, 'operating_cash_flow': 4595631078480, 'stockholders_equity': 62421071093160, 'total_current_asset': 90941655842700, 'total_non_current_assets': 115297121474340, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 24435231600, 'total_non_current_liabilities': 91731901274520, 'interest_expense_non_operating': 1350598849080, 'cash_and_short_term_investments': 45854486162160, 'non_interest_bearing_liabilities': None}"
TPIA.JK,2025-09-30,36434921560440.0,610077456040.0,82778654150400,99843728833160,182622382983560,65963932099520.0,3062388094480.0,-4398306755960.0,2026-09-11T13:50:05.386043+00:00,"{'tax': -938793241360, 'date': '2025-09-30', 'ebit': 600440186320, 'ebitda': None, 'symbol': 'TPIA.JK', 'revenue': 36434921560440, 'earnings': 610077456040, 'cash_only': 42775545959640, 'provision': None, 'minorities': -155760915440, 'total_debt': 65963932099520, 'report_date': '2025-09-30', 'gross_profit': -2065688011400, 'total_assets': 182622382983560, 'total_equity': 82778654150400, 'net_cash_flow': -1907913089680, 'operating_pnl': -2839282803760, 'free_cash_flow': -4398306755960, 'premium_income': None, 'cost_of_revenue': 38500609571840, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 773594792360, 'total_liabilities': 99843728833160, 'net_premium_income': None, 'capital_expenditure': 7460694850440, 'current_liabilities': 29805112490920, 'earnings_before_tax': -484476700760, 'financing_cash_flow': 2675848690840, 'investing_cash_flow': -7646149875000, 'non_interest_income': None, 'operating_cash_flow': 3062388094480, 'stockholders_equity': 65303887314120, 'total_current_asset': 88731740465160, 'total_non_current_assets': 93890642518400, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 2354806103000, 'total_non_current_liabilities': 70038616342240, 'interest_expense_non_operating': 1084916887080, 'cash_and_short_term_investments': 42775545959640, 'non_interest_bearing_liabilities': None}"
UDNG.JK,2026-06-30,,,48190746814,6954165453,55144912267,,,,2026-09-16T12:15:40.339702+00:00,"{'tax': None, 'date': '2026-06-30', 'ebit': None, 'ebitda': None, 'symbol': 'UDNG.JK', 'revenue': None, 'earnings': None, 'cash_only': 5793888244, 'provision': None, 'minorities': None, 'total_debt': None, 'report_date': '2026-06-30', 'gross_profit': None, 'total_assets': 55144912267, 'total_equity': 48190746814, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 6954165453, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 5953825192, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 48190745814, 'total_current_asset': 9270764313, 'total_non_current_assets': 45874147954, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 1000340261, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 5793888244, 'non_interest_bearing_liabilities': None}"
UDNG.JK,2025-12-31,,,51795287301,4194568915,55989856216,,,,2026-09-16T12:15:40.339702+00:00,"{'tax': None, 'date': '2025-12-31', 'ebit': None, 'ebitda': None, 'symbol': 'UDNG.JK', 'revenue': None, 'earnings': None, 'cash_only': 2700274197, 'provision': None, 'minorities': None, 'total_debt': None, 'report_date': '2025-12-31', 'gross_profit': None, 'total_assets': 55989856216, 'total_equity': 51795287301, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 4194568915, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 3115780890, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 51795287301, 'total_current_asset': 8398972585, 'total_non_current_assets': 47590883631, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 1078788025, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 2700274197, 'non_interest_bearing_liabilities': None}"
