symbol,event_date,reason,pdf_url,fetched_at,raw_response
ALKA.JK,2026-09-16,Terjadinya peningkatan harga kumulatif yang signifikan pada saham ALKA.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260915-WAS_Suspensi_ALKA.pdf,2026-09-16T12:17:42.055006+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham ALKA.JK', 'symbol': 'ALKA.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260915-WAS_Suspensi_ALKA.pdf', 'suspension_date': '2026-09-16'}"
SEMA.JK,2026-09-16,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham SEMA.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260915-WAS_Suspensi_SEMA.pdf,2026-09-16T12:17:42.055006+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham SEMA.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'SEMA.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260915-WAS_Suspensi_SEMA.pdf', 'suspension_date': '2026-09-16'}"
UDNG.JK,2026-09-16,Dalam rangka cooling down sebagai bentuk perlindungan bagi investor,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260915-WAS_Suspensi_UDNG.pdf,2026-09-16T12:17:42.055006+00:00,"{'reason': 'Dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'UDNG.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260915-WAS_Suspensi_UDNG.pdf', 'suspension_date': '2026-09-16'}"
LCKM.JK,2026-09-10,Sehubungan dengan adanya ketidakpastian atas kelangsungan usaha,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202609/ac8087ec33_889d14bd08.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Sehubungan dengan adanya ketidakpastian atas kelangsungan usaha', 'symbol': 'LCKM.JK', 'pdf_url': 'https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202609/ac8087ec33_889d14bd08.pdf', 'suspension_date': '2026-09-10'}"
MGLV.JK,2026-09-09,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham MGLV.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260908-WAS_Suspensi_MGLV.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham MGLV.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'MGLV.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260908-WAS_Suspensi_MGLV.pdf', 'suspension_date': '2026-09-09'}"
UANG.JK,2026-09-09,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham UANG.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260908-WAS_Suspensi_UANG.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham UANG.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'UANG.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260908-WAS_Suspensi_UANG.pdf', 'suspension_date': '2026-09-09'}"
ASLI.JK,2026-09-04,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham ASLI.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260903-WAS_Suspensi_ASLI.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham ASLI.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'ASLI.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260903-WAS_Suspensi_ASLI.pdf', 'suspension_date': '2026-09-04'}"
LIFE.JK,2026-09-04,Terjadinya peningkatan harga kumulatif yang signifikan pada saham LIFE.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260903-WAS_Suspensi_LIFE.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham LIFE.JK', 'symbol': 'LIFE.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260903-WAS_Suspensi_LIFE.pdf', 'suspension_date': '2026-09-04'}"
NICK.JK,2026-09-04,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham NICK.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260903-WAS_Suspensi_NICK.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham NICK.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'NICK.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260903-WAS_Suspensi_NICK.pdf', 'suspension_date': '2026-09-04'}"
TRUK.JK,2026-09-04,Terjadinya peningkatan harga kumulatif yang signifikan pada saham TRUK.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260903-WAS_Suspensi_TRUK.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham TRUK.JK', 'symbol': 'TRUK.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260903-WAS_Suspensi_TRUK.pdf', 'suspension_date': '2026-09-04'}"
LIFE.JK,2026-09-02,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham LIFE.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260901-WAS_Suspensi_LIFE.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham LIFE.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'LIFE.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260901-WAS_Suspensi_LIFE.pdf', 'suspension_date': '2026-09-02'}"
PPGL.JK,2026-09-02,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham PPGL.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260901-WAS_Suspensi_PPGL.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham PPGL.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'PPGL.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260901-WAS_Suspensi_PPGL.pdf', 'suspension_date': '2026-09-02'}"
SAFE.JK,2026-09-02,Terjadinya peningkatan harga kumulatif yang signifikan pada saham SAFE.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260901-WAS_Suspensi_SAFE.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham SAFE.JK', 'symbol': 'SAFE.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/SEP/20260901-WAS_Suspensi_SAFE.pdf', 'suspension_date': '2026-09-02'}"
PACK.JK,2026-09-01,Terjadinya peningkatan harga kumulatif yang signifikan pada saham PACK.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260831-WAS_Suspensi_PACK.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham PACK.JK', 'symbol': 'PACK.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260831-WAS_Suspensi_PACK.pdf', 'suspension_date': '2026-09-01'}"
CSMI.JK,2026-08-28,Terjadinya peningkatan harga kumulatif yang signifikan pada saham CSMI.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260827-WAS_Suspensi_CSMI.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham CSMI.JK', 'symbol': 'CSMI.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260827-WAS_Suspensi_CSMI.pdf', 'suspension_date': '2026-08-28'}"
EKAD.JK,2026-08-27,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham EKAD.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260826-WAS_Suspensi_EKAD.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham EKAD.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'EKAD.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260826-WAS_Suspensi_EKAD.pdf', 'suspension_date': '2026-08-27'}"
PACK.JK,2026-08-27,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham PACK.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260826-WAS_Suspensi_PACK.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham PACK.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'PACK.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260826-WAS_Suspensi_PACK.pdf', 'suspension_date': '2026-08-27'}"
TMPO.JK,2026-08-27,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham TMPO.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260826-WAS_Suspensi_TMPO.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham TMPO.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'TMPO.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260826-WAS_Suspensi_TMPO.pdf', 'suspension_date': '2026-08-27'}"
AGAR.JK,2026-08-19,Terjadinya peningkatan harga kumulatif yang signifikan pada saham AGAR.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260818-WAS_Suspensi_AGAR.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham AGAR.JK', 'symbol': 'AGAR.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260818-WAS_Suspensi_AGAR.pdf', 'suspension_date': '2026-08-19'}"
BEEF.JK,2026-08-19,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham BEEF.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260818-WAS_Suspensi_BEEF.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham BEEF.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'BEEF.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260818-WAS_Suspensi_BEEF.pdf', 'suspension_date': '2026-08-19'}"
DOOH.JK,2026-08-19,Terjadinya peningkatan harga kumulatif yang signifikan pada saham DOOH.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260818-WAS_Suspensi_DOOH.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham DOOH.JK', 'symbol': 'DOOH.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260818-WAS_Suspensi_DOOH.pdf', 'suspension_date': '2026-08-19'}"
YPAS.JK,2026-08-19,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham YPAS.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260818-WAS_Suspensi_YPAS.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham YPAS.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'YPAS.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260818-WAS_Suspensi_YPAS.pdf', 'suspension_date': '2026-08-19'}"
MDIA.JK,2026-08-13,Terjadinya peningkatan harga kumulatif yang signifikan pada saham MDIA.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260812-WAS_Suspensi_MDIA.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham MDIA.JK', 'symbol': 'MDIA.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260812-WAS_Suspensi_MDIA.pdf', 'suspension_date': '2026-08-13'}"
COAL.JK,2026-08-12,Sehubungan dengan adanya ketidakpastian atas kelangsungan usaha,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202608/81a427d2f9_48b62e084b.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Sehubungan dengan adanya ketidakpastian atas kelangsungan usaha', 'symbol': 'COAL.JK', 'pdf_url': 'https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202608/81a427d2f9_48b62e084b.pdf', 'suspension_date': '2026-08-12'}"
INCF.JK,2026-08-12,Sehubungan dengan adanya ketidakpastian atas kelangsungan usaha,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202608/b87efb5fe9_1e74a36907.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Sehubungan dengan adanya ketidakpastian atas kelangsungan usaha', 'symbol': 'INCF.JK', 'pdf_url': 'https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202608/b87efb5fe9_1e74a36907.pdf', 'suspension_date': '2026-08-12'}"
TRUK.JK,2026-08-11,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham TRUK.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260811-WAS_Suspensi_TRUK.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham TRUK.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'TRUK.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260811-WAS_Suspensi_TRUK.pdf', 'suspension_date': '2026-08-11'}"
MDIA.JK,2026-08-05,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham MDIA.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260804-WAS_Susupensi_MDIA.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham MDIA.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'MDIA.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260804-WAS_Susupensi_MDIA.pdf', 'suspension_date': '2026-08-05'}"
BAJA.JK,2026-08-04,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham BAJA.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260803-WAS_Suspensi_BAJA.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham BAJA.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'BAJA.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/AGU/20260803-WAS_Suspensi_BAJA.pdf', 'suspension_date': '2026-08-04'}"
RGAS.JK,2026-07-30,Terjadinya peningkatan harga kumulatif yang signifikan pada saham RGAS.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUL/20260729-WAS_Suspensi_RGAS.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham RGAS.JK', 'symbol': 'RGAS.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUL/20260729-WAS_Suspensi_RGAS.pdf', 'suspension_date': '2026-07-30'}"
ALKA.JK,2026-07-29,Terjadinya peningkatan harga kumulatif yang signifikan pada saham ALKA.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUL/20260728-WAS_Suspensi_ALKA.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham ALKA.JK', 'symbol': 'ALKA.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUL/20260728-WAS_Suspensi_ALKA.pdf', 'suspension_date': '2026-07-29'}"
BKDP.JK,2026-07-29,Terjadinya peningkatan harga kumulatif yang signifikan pada saham BKDP.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUL/20260728-WAS_Suspensi_BKDP.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham BKDP.JK', 'symbol': 'BKDP.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUL/20260728-WAS_Suspensi_BKDP.pdf', 'suspension_date': '2026-07-29'}"
AGAR.JK,2026-07-22,Terjadinya peningkatan harga kumulatif yang signifikan pada saham AGAR.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUL/20260721-WAS_Suspensi_AGAR.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham AGAR.JK', 'symbol': 'AGAR.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUL/20260721-WAS_Suspensi_AGAR.pdf', 'suspension_date': '2026-07-22'}"
LUCY.JK,2026-07-17,Dalam rangka cooling down sebagai bentuk perlindungan bagi investor,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUL/20260716-WAS_Suspensi_LUCY.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'LUCY.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUL/20260716-WAS_Suspensi_LUCY.pdf', 'suspension_date': '2026-07-17'}"
FLMC.JK,2026-07-03,Terjadinya penurunan harga kumulatif yang signifikan pada saham FLMC.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUL/20260702-WAS_Suspensi_FLMC.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya penurunan harga kumulatif yang signifikan pada saham FLMC.JK', 'symbol': 'FLMC.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUL/20260702-WAS_Suspensi_FLMC.pdf', 'suspension_date': '2026-07-03'}"
FLMC.JK,2026-06-24,Dalam rangka cooling down sebagai bentuk perlindungan bagi investor,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUN/20260623-WAS_Suspensi_FLMC.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'FLMC.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUN/20260623-WAS_Suspensi_FLMC.pdf', 'suspension_date': '2026-06-24'}"
FORU.JK,2026-06-11,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham FORU.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUN/20260610-WAS_Suspensi_FORU.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham FORU.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'FORU.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUN/20260610-WAS_Suspensi_FORU.pdf', 'suspension_date': '2026-06-11'}"
IFSH.JK,2026-06-10,Dalam rangka cooling down sebagai bentuk perlindungan bagi investor,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUN/20260609-WAS_Suspensi_IFSH.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'IFSH.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUN/20260609-WAS_Suspensi_IFSH.pdf', 'suspension_date': '2026-06-10'}"
SHIP.JK,2026-06-09,Terjadinya penurunan harga kumulatif yang signifikan pada saham SHIP.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUN/20260608-WAS_Suspensi_SHIP.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya penurunan harga kumulatif yang signifikan pada saham SHIP.JK', 'symbol': 'SHIP.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUN/20260608-WAS_Suspensi_SHIP.pdf', 'suspension_date': '2026-06-09'}"
MMIX.JK,2026-06-04,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham MMIX.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUN/20260603-WAS_Suspensi_MMIX.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham MMIX.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'MMIX.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JUN/20260603-WAS_Suspensi_MMIX.pdf', 'suspension_date': '2026-06-04'}"
