symbol,event_date,reason,pdf_url,fetched_at,raw_response
IBOS.JK,2026-01-21,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham IBOS.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260120-WAS_Suspensi_IBOS.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham IBOS.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'IBOS.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260120-WAS_Suspensi_IBOS.pdf', 'suspension_date': '2026-01-21'}"
INDS.JK,2026-01-21,Terjadinya peningkatan harga kumulatif yang signifikan pada saham INDS.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260120-WAS_Suspensi_INDS.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham INDS.JK', 'symbol': 'INDS.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260120-WAS_Suspensi_INDS.pdf', 'suspension_date': '2026-01-21'}"
MGNA.JK,2026-01-21,Terjadinya peningkatan harga kumulatif yang signifikan pada saham MGNA.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260120-WAS_Suspensi_MGNA.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham MGNA.JK', 'symbol': 'MGNA.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260120-WAS_Suspensi_MGNA.pdf', 'suspension_date': '2026-01-21'}"
RLCO.JK,2026-01-21,Terjadinya peningkatan harga kumulatif yang signifikan pada saham RLCO.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260120-WAS_Suspensi_RLCO.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham RLCO.JK', 'symbol': 'RLCO.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260120-WAS_Suspensi_RLCO.pdf', 'suspension_date': '2026-01-21'}"
VISI.JK,2026-01-21,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham VISI.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260120-WAS_Suspensi_VISI.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham VISI.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'VISI.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260120-WAS_Suspensi_VISI.pdf', 'suspension_date': '2026-01-21'}"
ZATA.JK,2026-01-21,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham ZATA.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260120-WAS_Suspensi_ZATA.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham ZATA.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'ZATA.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260120-WAS_Suspensi_ZATA.pdf', 'suspension_date': '2026-01-21'}"
BELL.JK,2026-01-20,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham BELL.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_BELL.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham BELL.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'BELL.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_BELL.pdf', 'suspension_date': '2026-01-20'}"
BNBA.JK,2026-01-20,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham BNBA.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_BNBA.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham BNBA.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'BNBA.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_BNBA.pdf', 'suspension_date': '2026-01-20'}"
EURO.JK,2026-01-20,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham EURO.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_EURO.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham EURO.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'EURO.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_EURO.pdf', 'suspension_date': '2026-01-20'}"
OASA.JK,2026-01-20,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham OASA.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_OASA.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham OASA.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'OASA.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_OASA.pdf', 'suspension_date': '2026-01-20'}"
ROCK.JK,2026-01-20,Terjadinya peningkatan harga kumulatif yang signifikan pada saham ROCK.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_ROCK.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham ROCK.JK', 'symbol': 'ROCK.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_ROCK.pdf', 'suspension_date': '2026-01-20'}"
SINI.JK,2026-01-20,Terjadinya peningkatan harga kumulatif yang signifikan pada saham SINI.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_SINI.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham SINI.JK', 'symbol': 'SINI.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_SINI.pdf', 'suspension_date': '2026-01-20'}"
SPRE.JK,2026-01-20,Terjadinya peningkatan harga kumulatif yang signifikan pada saham SPRE.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_SPRE.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham SPRE.JK', 'symbol': 'SPRE.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260119-WAS_Suspensi_SPRE.pdf', 'suspension_date': '2026-01-20'}"
INDS.JK,2026-01-15,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham INDS.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260114-WAS_Suspensi_INDS.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham INDS.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'INDS.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260114-WAS_Suspensi_INDS.pdf', 'suspension_date': '2026-01-15'}"
KOCI.JK,2026-01-15,Terjadinya peningkatan harga kumulatif yang signifikan pada saham KOCI.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260114-WAS_Suspensi_KOCI.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham KOCI.JK', 'symbol': 'KOCI.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260114-WAS_Suspensi_KOCI.pdf', 'suspension_date': '2026-01-15'}"
SOTS.JK,2026-01-15,Terjadinya peningkatan harga kumulatif yang signifikan pada saham SOTS.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260114-WAS_Suspensi_SOTS.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham SOTS.JK', 'symbol': 'SOTS.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260114-WAS_Suspensi_SOTS.pdf', 'suspension_date': '2026-01-15'}"
IFSH.JK,2026-01-14,Terjadinya peningkatan harga kumulatif yang signifikan pada saham IFSH.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260113-WAS_Suspensi_IFSH.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham IFSH.JK', 'symbol': 'IFSH.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260113-WAS_Suspensi_IFSH.pdf', 'suspension_date': '2026-01-14'}"
SIPD.JK,2026-01-14,Terjadinya peningkatan harga kumulatif yang signifikan pada saham SIPD.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260113-WAS_Suspensi_SIPD.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham SIPD.JK', 'symbol': 'SIPD.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260113-WAS_Suspensi_SIPD.pdf', 'suspension_date': '2026-01-14'}"
ATAP.JK,2026-01-13,Terjadinya peningkatan harga kumulatif yang signifikan pada saham ATAP.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_ATAP.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham ATAP.JK', 'symbol': 'ATAP.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_ATAP.pdf', 'suspension_date': '2026-01-13'}"
KOCI.JK,2026-01-13,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham KOCI.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_KOCI.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham KOCI.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'KOCI.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_KOCI.pdf', 'suspension_date': '2026-01-13'}"
LMAX.JK,2026-01-13,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham LMAX.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_LMAX.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham LMAX.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'LMAX.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_LMAX.pdf', 'suspension_date': '2026-01-13'}"
MDIA.JK,2026-01-13,Terjadinya peningkatan harga kumulatif yang signifikan pada saham MDIA.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_MDIA.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham MDIA.JK', 'symbol': 'MDIA.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_MDIA.pdf', 'suspension_date': '2026-01-13'}"
MKAP.JK,2026-01-13,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham MKAP.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_MKAP.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham MKAP.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'MKAP.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_MKAP.pdf', 'suspension_date': '2026-01-13'}"
PADI.JK,2026-01-13,Terjadinya peningkatan harga kumulatif yang signifikan pada saham PADI.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_PADI.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham PADI.JK', 'symbol': 'PADI.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_PADI.pdf', 'suspension_date': '2026-01-13'}"
PPGL.JK,2026-01-13,Terjadinya peningkatan harga kumulatif yang signifikan pada saham PPGL.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_PPGL.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham PPGL.JK', 'symbol': 'PPGL.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_PPGL.pdf', 'suspension_date': '2026-01-13'}"
WMPP.JK,2024-05-13,Suspend more than 6 month,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202509/0b5928a693_52d006bf33.pdf,2026-09-11T07:54:15.831245+00:00,"{'reason': 'Suspend more than 6 month', 'symbol': 'WMPP.JK', 'pdf_url': 'https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202509/0b5928a693_52d006bf33.pdf', 'suspension_date': '2024-05-13'}"
RMKE.JK,2026-01-13,Terjadinya peningkatan harga kumulatif yang signifikan pada saham RMKE.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_RMKE.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham RMKE.JK', 'symbol': 'RMKE.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_RMKE.pdf', 'suspension_date': '2026-01-13'}"
SOCI.JK,2026-01-13,Terjadinya peningkatan harga kumulatif yang signifikan pada saham SOCI.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_SOCI.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham SOCI.JK', 'symbol': 'SOCI.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_SOCI.pdf', 'suspension_date': '2026-01-13'}"
SPRE.JK,2026-01-13,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham SPRE.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_SPRE.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham SPRE.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'SPRE.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_SPRE.pdf', 'suspension_date': '2026-01-13'}"
TRUE.JK,2026-01-13,Terjadinya peningkatan harga kumulatif yang signifikan pada saham TRUE.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_TRUE.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham TRUE.JK', 'symbol': 'TRUE.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260112-WAS_Suspensi_TRUE.pdf', 'suspension_date': '2026-01-13'}"
LEAD.JK,2026-01-09,Terjadinya peningkatan harga kumulatif yang signifikan pada saham LEAD.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260108-WAS_Suspensi_LEAD.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham LEAD.JK', 'symbol': 'LEAD.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260108-WAS_Suspensi_LEAD.pdf', 'suspension_date': '2026-01-09'}"
LUCY.JK,2026-01-09,Terjadinya peningkatan harga kumulatif yang signifikan pada saham LUCY.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260108-WAS_Suspensi_LUCY.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham LUCY.JK', 'symbol': 'LUCY.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260108-WAS_Suspensi_LUCY.pdf', 'suspension_date': '2026-01-09'}"
NSSS.JK,2026-01-09,Terjadinya peningkatan harga kumulatif yang signifikan pada saham NSSS.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260108-WAS_Suspensi_NSSS.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham NSSS.JK', 'symbol': 'NSSS.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260108-WAS_Suspensi_NSSS.pdf', 'suspension_date': '2026-01-09'}"
PPGL.JK,2026-01-09,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham PPGL.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260108-WAS_Suspensi_PPGL.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham PPGL.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'PPGL.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260108-WAS_Suspensi_PPGL.pdf', 'suspension_date': '2026-01-09'}"
ARKO.JK,2026-01-08,Terjadinya peningkatan harga kumulatif yang signifikan pada saham ARKO.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260107-WAS_Suspensi_ARKO.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham ARKO.JK', 'symbol': 'ARKO.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260107-WAS_Suspensi_ARKO.pdf', 'suspension_date': '2026-01-08'}"
BBSS.JK,2026-01-08,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham BBSS.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260107-WAS_Suspensi_BBSS.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham BBSS.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'BBSS.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260107-WAS_Suspensi_BBSS.pdf', 'suspension_date': '2026-01-08'}"
BIPI.JK,2026-01-08,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham BIPI.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260107-WAS_Suspensi_BIPI.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham BIPI.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'BIPI.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260107-WAS_Suspensi_BIPI.pdf', 'suspension_date': '2026-01-08'}"
FIRE.JK,2026-01-08,Terjadinya peningkatan harga kumulatif yang signifikan pada saham FIRE.JK,https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260107-WAS_Suspensi_FIRE.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham FIRE.JK', 'symbol': 'FIRE.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260107-WAS_Suspensi_FIRE.pdf', 'suspension_date': '2026-01-08'}"
GRPM.JK,2026-01-08,"Terjadinya peningkatan harga kumulatif yang signifikan pada saham GRPM.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor",https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260107-WAS_Suspensi_GRPM.pdf,2026-09-11T07:54:15.210333+00:00,"{'reason': 'Terjadinya peningkatan harga kumulatif yang signifikan pada saham GRPM.JK, dalam rangka cooling down sebagai bentuk perlindungan bagi investor', 'symbol': 'GRPM.JK', 'pdf_url': 'https://www.idx.co.id/Portals/0/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/Exchange/2026/JAN/20260107-WAS_Suspensi_GRPM.pdf', 'suspension_date': '2026-01-08'}"
