symbol,snapshot_date,free_float,sub_sector,fetched_at,raw_response
MBSS.JK,2026-09-11,0.175,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'MBSS.JK', 'free_float': 0.175, 'company_name': 'Mitrabahtera Segara Sejati Tbk'}"
SATU.JK,2026-09-11,0.1737,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SATU.JK', 'free_float': 0.1737, 'company_name': 'PT Kota Satu Properti Tbk'}"
HRUM.JK,2026-09-11,0.17273,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'HRUM.JK', 'free_float': 0.17273, 'company_name': 'Harum Energy Tbk'}"
KBLM.JK,2026-09-11,0.1727,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'KBLM.JK', 'free_float': 0.1727, 'company_name': 'Kabelindo Murni Tbk'}"
APLN.JK,2026-09-11,0.17254,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'APLN.JK', 'free_float': 0.17254, 'company_name': 'PT Agung Podomoro Land Tbk.'}"
SRAJ.JK,2026-09-11,0.17232,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SRAJ.JK', 'free_float': 0.17232, 'company_name': 'Sejahteraraya Anugrahjaya Tbk'}"
ASRM.JK,2026-09-11,0.1711,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ASRM.JK', 'free_float': 0.1711, 'company_name': 'Asuransi Ramayana Tbk'}"
PDES.JK,2026-09-11,0.1709,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'PDES.JK', 'free_float': 0.1709, 'company_name': 'Destinasi Tirta Nusantara Tbk'}"
PTIS.JK,2026-09-11,0.1701,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'PTIS.JK', 'free_float': 0.1701, 'company_name': 'Indo Straits Tbk'}"
ELPI.JK,2026-09-11,0.1698,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ELPI.JK', 'free_float': 0.1698, 'company_name': 'PT Pelayaran Nasional Ekalya Purnamasari Tbk'}"
TAPG.JK,2026-09-11,0.16936,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'TAPG.JK', 'free_float': 0.16936, 'company_name': 'PT Triputra Agro Persada Tbk'}"
CANI.JK,2026-09-11,0.169,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'CANI.JK', 'free_float': 0.169, 'company_name': 'PT Capitol Nusantara Indonesia Tbk.'}"
SDPC.JK,2026-09-11,0.1685,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SDPC.JK', 'free_float': 0.1685, 'company_name': 'Millennium Pharmacon International Tbk'}"
SKLT.JK,2026-09-11,0.168,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SKLT.JK', 'free_float': 0.168, 'company_name': 'Sekar Laut Tbk'}"
SAMF.JK,2026-09-11,0.1672,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SAMF.JK', 'free_float': 0.1672, 'company_name': 'PT Saraswanti Anugerah Makmur Tbk'}"
SMBR.JK,2026-09-11,0.16596,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SMBR.JK', 'free_float': 0.16596, 'company_name': 'PT Semen Baturaja Tbk'}"
HGII.JK,2026-09-11,0.1635,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'HGII.JK', 'free_float': 0.1635, 'company_name': 'PT Hero Global Investment Tbk'}"
ISAT.JK,2026-09-11,0.16343,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ISAT.JK', 'free_float': 0.16343, 'company_name': 'PT Indosat Tbk'}"
PANI.JK,2026-09-11,0.1625,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'PANI.JK', 'free_float': 0.1625, 'company_name': 'PT Pantai Indah Kapuk Dua Tbk.'}"
BRAM.JK,2026-09-11,0.1623,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BRAM.JK', 'free_float': 0.1623, 'company_name': 'Indo Kordsa Tbk'}"
ALKA.JK,2026-09-11,0.16206,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ALKA.JK', 'free_float': 0.16206, 'company_name': 'Alakasa Industrindo Tbk'}"
PSSI.JK,2026-09-11,0.16144,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'PSSI.JK', 'free_float': 0.16144, 'company_name': 'PT IMC Pelita Logistik Tbk'}"
KDTN.JK,2026-09-11,0.1607,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'KDTN.JK', 'free_float': 0.1607, 'company_name': 'PT Puri Sentul Permai Tbk'}"
MPPA.JK,2026-09-11,0.16053,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'MPPA.JK', 'free_float': 0.16053, 'company_name': 'Matahari Putra Prima Tbk'}"
BBKP.JK,2026-09-11,0.16021,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BBKP.JK', 'free_float': 0.16021, 'company_name': 'PT Bank KB Indonesia Tbk'}"
DAAZ.JK,2026-09-11,0.16,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'DAAZ.JK', 'free_float': 0.16, 'company_name': 'PT Daaz Bara Lestari Tbk'}"
POLA.JK,2026-09-11,0.1599,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'POLA.JK', 'free_float': 0.1599, 'company_name': 'PT Pool Advista Finance Tbk'}"
ARCI.JK,2026-09-11,0.1588,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ARCI.JK', 'free_float': 0.1588, 'company_name': 'PT Archi Indonesia Tbk'}"
PBSA.JK,2026-09-11,0.1578,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'PBSA.JK', 'free_float': 0.1578, 'company_name': 'PT Paramita Bangun Sarana Tbk'}"
LFLO.JK,2026-09-11,0.1557,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'LFLO.JK', 'free_float': 0.1557, 'company_name': 'PT Imago Mulia Persada Tbk'}"
BESS.JK,2026-09-11,0.1557,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BESS.JK', 'free_float': 0.1557, 'company_name': 'PT Batulicin Nusantara Maritim Tbk.'}"
TMAS.JK,2026-09-11,0.1556,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'TMAS.JK', 'free_float': 0.1556, 'company_name': 'PT Temas Tbk'}"
RONY.JK,2026-09-11,0.1555,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'RONY.JK', 'free_float': 0.1555, 'company_name': 'PT Aracord Nusantara Group Tbk'}"
KDSI.JK,2026-09-11,0.15525,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'KDSI.JK', 'free_float': 0.15525, 'company_name': 'Kedawung Setia Industrial Tbk'}"
FORE.JK,2026-09-11,0.15463,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'FORE.JK', 'free_float': 0.15463, 'company_name': 'PT Fore Kopi Indonesia Tbk'}"
IRRA.JK,2026-09-11,0.1545,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'IRRA.JK', 'free_float': 0.1545, 'company_name': 'PT Itama Ranoraya Tbk'}"
DLTA.JK,2026-09-11,0.1542,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'DLTA.JK', 'free_float': 0.1542, 'company_name': 'Delta Djakarta Tbk'}"
ASDM.JK,2026-09-11,0.154,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ASDM.JK', 'free_float': 0.154, 'company_name': 'Asuransi Dayin Mitra Tbk'}"
SSTM.JK,2026-09-11,0.15398,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SSTM.JK', 'free_float': 0.15398, 'company_name': 'Sunson Textile Manufacturer Tbk'}"
SMIL.JK,2026-09-11,0.1539,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SMIL.JK', 'free_float': 0.1539, 'company_name': 'PT Sarana Mitra Luas Tbk'}"
CSIS.JK,2026-09-11,0.1536,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'CSIS.JK', 'free_float': 0.1536, 'company_name': 'PT Cahayasakti Investindo Sukses Tbk'}"
ASBI.JK,2026-09-11,0.1533,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ASBI.JK', 'free_float': 0.1533, 'company_name': 'Asuransi Bintang Tbk'}"
SILO.JK,2026-09-11,0.1524,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SILO.JK', 'free_float': 0.1524, 'company_name': 'PT Siloam International Hospitals Tbk'}"
ZONE.JK,2026-09-11,0.1523,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ZONE.JK', 'free_float': 0.1523, 'company_name': 'PT Mega Perintis Tbk'}"
DNET.JK,2026-09-11,0.1522,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'DNET.JK', 'free_float': 0.1522, 'company_name': 'PT Indoritel Makmur Internasional Tbk'}"
ALII.JK,2026-09-11,0.1521,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ALII.JK', 'free_float': 0.1521, 'company_name': 'PT Ancara Logistics Indonesia Tbk'}"
CRAB.JK,2026-09-11,0.152,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'CRAB.JK', 'free_float': 0.152, 'company_name': 'PT Toba Surimi Industries Tbk'}"
GTSI.JK,2026-09-11,0.152,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'GTSI.JK', 'free_float': 0.152, 'company_name': 'PT GTS Internasional Tbk'}"
SAME.JK,2026-09-11,0.1517,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SAME.JK', 'free_float': 0.1517, 'company_name': 'Sarana Meditama Metropolitan Tbk'}"
PNBN.JK,2026-09-11,0.1508,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'PNBN.JK', 'free_float': 0.1508, 'company_name': 'Bank Pan Indonesia Tbk'}"
VINS.JK,2026-09-11,0.1507,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'VINS.JK', 'free_float': 0.1507, 'company_name': 'PT Victoria Insurance Tbk'}"
MLPT.JK,2026-09-11,0.1505,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'MLPT.JK', 'free_float': 0.1505, 'company_name': 'PT Multipolar Technology Tbk'}"
BSBK.JK,2026-09-11,0.1505,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BSBK.JK', 'free_float': 0.1505, 'company_name': 'PT Wulandari Bangun Laksana Tbk'}"
ABMM.JK,2026-09-11,0.15,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ABMM.JK', 'free_float': 0.15, 'company_name': 'ABM Investama Tbk'}"
GDYR.JK,2026-09-11,0.15,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'GDYR.JK', 'free_float': 0.15, 'company_name': 'Goodyear Indonesia Tbk'}"
POLL.JK,2026-09-11,0.15,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'POLL.JK', 'free_float': 0.15, 'company_name': 'PT Pollux Properties Indonesia Tbk'}"
PDPP.JK,2026-09-11,0.15,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'PDPP.JK', 'free_float': 0.15, 'company_name': 'PT Primadaya Plastisindo Tbk'}"
PSAT.JK,2026-09-11,0.15,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'PSAT.JK', 'free_float': 0.15, 'company_name': 'PT Pancaran Samudera Transport Tbk'}"
MSTI.JK,2026-09-11,0.14997,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'MSTI.JK', 'free_float': 0.14997, 'company_name': 'PT Mastersystem Infotama Tbk'}"
TRIS.JK,2026-09-11,0.1498,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'TRIS.JK', 'free_float': 0.1498, 'company_name': 'Trisula International Tbk'}"
SHID.JK,2026-09-11,0.14925,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SHID.JK', 'free_float': 0.14925, 'company_name': 'Hotel Sahid Jaya Tbk'}"
JRPT.JK,2026-09-11,0.1491,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'JRPT.JK', 'free_float': 0.1491, 'company_name': 'Jaya Real Property Tbk'}"
DGWG.JK,2026-09-11,0.1491,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'DGWG.JK', 'free_float': 0.1491, 'company_name': 'PT Delta Giri Wacana Tbk'}"
BCIC.JK,2026-09-11,0.149,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BCIC.JK', 'free_float': 0.149, 'company_name': 'PT Bank JTrust Indonesia Tbk.'}"
NISP.JK,2026-09-11,0.14898,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'NISP.JK', 'free_float': 0.14898, 'company_name': 'PT Bank OCBC NISP Tbk'}"
HELI.JK,2026-09-11,0.1473,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'HELI.JK', 'free_float': 0.1473, 'company_name': 'PT Jaya Trishindo Tbk'}"
PURI.JK,2026-09-11,0.1473,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'PURI.JK', 'free_float': 0.1473, 'company_name': 'PT Puri Global Sukses Tbk'}"
SPMA.JK,2026-09-11,0.1469,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SPMA.JK', 'free_float': 0.1469, 'company_name': 'Suparma Tbk'}"
OMED.JK,2026-09-11,0.1466,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'OMED.JK', 'free_float': 0.1466, 'company_name': 'PT Jayamas Medica Industri Tbk'}"
POWR.JK,2026-09-11,0.1465,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'POWR.JK', 'free_float': 0.1465, 'company_name': 'PT Cikarang Listrindo Tbk'}"
VICI.JK,2026-09-11,0.1465,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'VICI.JK', 'free_float': 0.1465, 'company_name': 'PT Victoria Care Indonesia Tbk'}"
HRME.JK,2026-09-11,0.14605,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'HRME.JK', 'free_float': 0.14605, 'company_name': 'PT Menteng Heritage Realty Tbk'}"
UFOE.JK,2026-09-11,0.146,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'UFOE.JK', 'free_float': 0.146, 'company_name': 'PT Damai Sejahtera Abadi Tbk'}"
NIKL.JK,2026-09-11,0.146,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'NIKL.JK', 'free_float': 0.146, 'company_name': 'Pelat Timah Nusantara Tbk'}"
SIMP.JK,2026-09-11,0.1459,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SIMP.JK', 'free_float': 0.1459, 'company_name': 'Salim Ivomas Pratama Tbk'}"
BKDP.JK,2026-09-11,0.1459,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BKDP.JK', 'free_float': 0.1459, 'company_name': 'Bukit Darmo Property Tbk'}"
UNVR.JK,2026-09-11,0.1457,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'UNVR.JK', 'free_float': 0.1457, 'company_name': 'Unilever Indonesia Tbk'}"
ADMR.JK,2026-09-11,0.14552,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ADMR.JK', 'free_float': 0.14552, 'company_name': 'PT Alamtri Minerals Indonesia Tbk'}"
NEST.JK,2026-09-11,0.1449,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'NEST.JK', 'free_float': 0.1449, 'company_name': 'PT Esta Indonesia Tbk'}"
RLCO.JK,2026-09-11,0.1428,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'RLCO.JK', 'free_float': 0.1428, 'company_name': 'PT Abadi Lestari Indonesia Tbk'}"
SURI.JK,2026-09-11,0.1424,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SURI.JK', 'free_float': 0.1424, 'company_name': 'PT Maja Agung Latexindo Tbk'}"
RODA.JK,2026-09-11,0.14197,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'RODA.JK', 'free_float': 0.14197, 'company_name': 'Pikko Land Development Tbk'}"
MYOR.JK,2026-09-11,0.1419,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'MYOR.JK', 'free_float': 0.1419, 'company_name': 'Mayora Indah Tbk'}"
TFCO.JK,2026-09-11,0.1418,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'TFCO.JK', 'free_float': 0.1418, 'company_name': 'Tifico Fiber Indonesia Tbk'}"
CASH.JK,2026-09-11,0.14139,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'CASH.JK', 'free_float': 0.14139, 'company_name': 'PT Cashlez Worldwide Indonesia Tbk.'}"
NOBU.JK,2026-09-11,0.141,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'NOBU.JK', 'free_float': 0.141, 'company_name': 'PT Bank Nationalnobu Tbk'}"
BBHI.JK,2026-09-11,0.1402,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BBHI.JK', 'free_float': 0.1402, 'company_name': 'PT Allo Bank Indonesia Tbk'}"
CEKA.JK,2026-09-11,0.14,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'CEKA.JK', 'free_float': 0.14, 'company_name': 'PT Wilmar Cahaya Indonesia Tbk.'}"
ADMG.JK,2026-09-11,0.14,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ADMG.JK', 'free_float': 0.14, 'company_name': 'Polychem Indonesia Tbk'}"
BMAS.JK,2026-09-11,0.1397,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BMAS.JK', 'free_float': 0.1397, 'company_name': 'PT Bank Maspion Indonesia Tbk.'}"
UANG.JK,2026-09-11,0.1393,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'UANG.JK', 'free_float': 0.1393, 'company_name': 'PT Pakuan Tbk'}"
PBID.JK,2026-09-11,0.1387,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'PBID.JK', 'free_float': 0.1387, 'company_name': 'PT Panca Budi Idaman Tbk'}"
AMFG.JK,2026-09-11,0.1384,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'AMFG.JK', 'free_float': 0.1384, 'company_name': 'Asahimas Flat Glass Tbk'}"
RELI.JK,2026-09-11,0.13798,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'RELI.JK', 'free_float': 0.13798, 'company_name': 'Reliance Sekuritas Indonesia Tbk'}"
BOLT.JK,2026-09-11,0.1377,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BOLT.JK', 'free_float': 0.1377, 'company_name': 'PT Garuda Metalindo Tbk.'}"
NCKL.JK,2026-09-11,0.1375,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'NCKL.JK', 'free_float': 0.1375, 'company_name': 'PT Trimegah Bangun Persada Tbk'}"
TBMS.JK,2026-09-11,0.1372,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'TBMS.JK', 'free_float': 0.1372, 'company_name': 'Tembaga Mulia Semanan Tbk'}"
GGRP.JK,2026-09-11,0.13493,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'GGRP.JK', 'free_float': 0.13493, 'company_name': 'PT Gunung Raja Paksi Tbk'}"
IPOL.JK,2026-09-11,0.1346,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'IPOL.JK', 'free_float': 0.1346, 'company_name': 'Indopoly Swakarsa Industry Tbk'}"
KINO.JK,2026-09-11,0.1343,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'KINO.JK', 'free_float': 0.1343, 'company_name': 'PT Kino Indonesia Tbk'}"
HATM.JK,2026-09-11,0.1339,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'HATM.JK', 'free_float': 0.1339, 'company_name': 'PT Habco Trans Maritima Tbk'}"
JARR.JK,2026-09-11,0.1336,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'JARR.JK', 'free_float': 0.1336, 'company_name': 'PT Jhonlin Agro Raya Tbk'}"
MERK.JK,2026-09-11,0.1335,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'MERK.JK', 'free_float': 0.1335, 'company_name': 'Merck Tbk'}"
BELL.JK,2026-09-11,0.1328,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BELL.JK', 'free_float': 0.1328, 'company_name': 'PT Trisula Textile Industries Tbk'}"
GHON.JK,2026-09-11,0.13268,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'GHON.JK', 'free_float': 0.13268, 'company_name': 'PT Gihon Telekomunikasi Indonesia Tbk'}"
ABDA.JK,2026-09-11,0.1325,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ABDA.JK', 'free_float': 0.1325, 'company_name': 'Asuransi Bina Dana Arta Tbk'}"
MTEL.JK,2026-09-11,0.13121,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'MTEL.JK', 'free_float': 0.13121, 'company_name': 'PT Dayamitra Telekomunikasi Tbk'}"
PSGO.JK,2026-09-11,0.1312,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'PSGO.JK', 'free_float': 0.1312, 'company_name': 'PT Palma Serasih Tbk'}"
URBN.JK,2026-09-11,0.1306,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'URBN.JK', 'free_float': 0.1306, 'company_name': 'PT Urban Jakarta Propertindo Tbk'}"
MINE.JK,2026-09-11,0.1298,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'MINE.JK', 'free_float': 0.1298, 'company_name': 'PT Sinar Terang Mandiri Tbk'}"
LMPI.JK,2026-09-11,0.12864,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'LMPI.JK', 'free_float': 0.12864, 'company_name': 'Langgeng Makmur Industri Tbk'}"
HYGN.JK,2026-09-11,0.1286,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'HYGN.JK', 'free_float': 0.1286, 'company_name': 'PT Ecocare Indo Pasifik Tbk'}"
AGRO.JK,2026-09-11,0.12846,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'AGRO.JK', 'free_float': 0.12846, 'company_name': 'PT Bank Raya Indonesia Tbk'}"
SMKL.JK,2026-09-11,0.1278,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SMKL.JK', 'free_float': 0.1278, 'company_name': 'PT Satyamitra Kemas Lestari Tbk'}"
MAPI.JK,2026-09-11,0.1276,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'MAPI.JK', 'free_float': 0.1276, 'company_name': 'Mitra Adiperkasa Tbk'}"
INTD.JK,2026-09-11,0.1275,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'INTD.JK', 'free_float': 0.1275, 'company_name': 'Inter-Delta Tbk'}"
APLI.JK,2026-09-11,0.127,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'APLI.JK', 'free_float': 0.127, 'company_name': 'Asiaplast Industries Tbk'}"
BREN.JK,2026-09-11,0.12693,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BREN.JK', 'free_float': 0.12693, 'company_name': 'PT Barito Renewables Energy Tbk.'}"
BABP.JK,2026-09-11,0.1267,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BABP.JK', 'free_float': 0.1267, 'company_name': 'PT Bank MNC Internasional Tbk.'}"
ECII.JK,2026-09-11,0.1266,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'ECII.JK', 'free_float': 0.1266, 'company_name': 'PT Electronic City Indonesia Tbk'}"
CMNT.JK,2026-09-11,0.1263,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'CMNT.JK', 'free_float': 0.1263, 'company_name': 'PT Cemindo Gemilang Tbk'}"
SUPA.JK,2026-09-11,0.12583,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SUPA.JK', 'free_float': 0.12583, 'company_name': 'PT Super Bank Indonesia Tbk'}"
MDIA.JK,2026-09-11,0.12543,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'MDIA.JK', 'free_float': 0.12543, 'company_name': 'PT Intermedia Capital Tbk'}"
INPS.JK,2026-09-11,0.1252,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'INPS.JK', 'free_float': 0.1252, 'company_name': 'PT Indah Prakasa Sentosa Tbk'}"
BATA.JK,2026-09-11,0.12466,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BATA.JK', 'free_float': 0.12466, 'company_name': 'Sepatu Bata Tbk'}"
HALO.JK,2026-09-11,0.1238,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'HALO.JK', 'free_float': 0.1238, 'company_name': 'PT Haloni Jane Tbk'}"
INDO.JK,2026-09-11,0.1235,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'INDO.JK', 'free_float': 0.1235, 'company_name': 'PT Royalindo Investa Wijaya Tbk'}"
IPCM.JK,2026-09-11,0.123,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'IPCM.JK', 'free_float': 0.123, 'company_name': 'PT Jasa Armada Indonesia Tbk'}"
BNII.JK,2026-09-11,0.1229,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BNII.JK', 'free_float': 0.1229, 'company_name': 'PT Bank Maybank Indonesia Tbk'}"
CBDK.JK,2026-09-11,0.122,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'CBDK.JK', 'free_float': 0.122, 'company_name': 'PT Bangun Kosambi Sukses Tbk'}"
PSDN.JK,2026-09-11,0.12179,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'PSDN.JK', 'free_float': 0.12179, 'company_name': 'Prasidha Aneka Niaga Tbk'}"
FMII.JK,2026-09-11,0.1213,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'FMII.JK', 'free_float': 0.1213, 'company_name': 'Fortune Mate Indonesia Tbk'}"
IMAS.JK,2026-09-11,0.1209,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'IMAS.JK', 'free_float': 0.1209, 'company_name': 'Indomobil Sukses Internasional Tbk'}"
GEMS.JK,2026-09-11,0.1201,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'GEMS.JK', 'free_float': 0.1201, 'company_name': 'Golden Energy Mines Tbk'}"
BLUE.JK,2026-09-11,0.1197,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'BLUE.JK', 'free_float': 0.1197, 'company_name': 'PT Berkah Prima Perkasa Tbk'}"
NETV.JK,2026-09-11,0.1195,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'NETV.JK', 'free_float': 0.1195, 'company_name': 'PT MDTV Media Technologies Tbk'}"
RANC.JK,2026-09-11,0.1177,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'RANC.JK', 'free_float': 0.1177, 'company_name': 'Supra Boga Lestari Tbk'}"
AWAN.JK,2026-09-11,0.11731,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'AWAN.JK', 'free_float': 0.11731, 'company_name': 'PT Era Digital Media Tbk'}"
FORU.JK,2026-09-11,0.1164,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'FORU.JK', 'free_float': 0.1164, 'company_name': 'Fortune Indonesia Tbk'}"
CASS.JK,2026-09-11,0.11635,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'CASS.JK', 'free_float': 0.11635, 'company_name': 'Cahaya Aero Services Tbk'}"
OCAP.JK,2026-09-11,0.11615,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'OCAP.JK', 'free_float': 0.11615, 'company_name': 'Onix Capital Tbk'}"
SMMT.JK,2026-09-11,0.1161,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'SMMT.JK', 'free_float': 0.1161, 'company_name': 'Golden Eagle Energy Tbk'}"
GOLF.JK,2026-09-11,0.1151,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'GOLF.JK', 'free_float': 0.1151, 'company_name': 'PT Intra GolfLink Resorts Tbk'}"
INDS.JK,2026-09-11,0.1148,,2026-09-11T07:53:56.036406+00:00,"{'symbol': 'INDS.JK', 'free_float': 0.1148, 'company_name': 'Indospring Tbk'}"
