symbol,snapshot_date,free_float,sub_sector,fetched_at,raw_response
KOIN.JK,2026-09-03,0.0938,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'KOIN.JK', 'free_float': 0.0938, 'company_name': 'Kokoh Inti Arebama Tbk'}"
TALF.JK,2026-09-03,0.09344,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'TALF.JK', 'free_float': 0.09344, 'company_name': 'PT Tunas Alfin Tbk'}"
MOLI.JK,2026-09-03,0.0927,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'MOLI.JK', 'free_float': 0.0927, 'company_name': 'PT Madusari Murni Indah Tbk'}"
BSSR.JK,2026-09-03,0.09259,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'BSSR.JK', 'free_float': 0.09259, 'company_name': 'Baramulti Suksessarana Tbk'}"
KLIN.JK,2026-09-03,0.0925,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'KLIN.JK', 'free_float': 0.0925, 'company_name': 'PT Klinko Karya Imaji Tbk'}"
SOHO.JK,2026-09-03,0.09242,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SOHO.JK', 'free_float': 0.09242, 'company_name': 'PT Soho Global Health Tbk'}"
ESTA.JK,2026-09-03,0.0924,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'ESTA.JK', 'free_float': 0.0924, 'company_name': 'PT Esta Multi Usaha Tbk'}"
SDRA.JK,2026-09-03,0.0923,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SDRA.JK', 'free_float': 0.0923, 'company_name': 'PT Bank Woori Saudara Indonesia 1906 Tbk'}"
JSPT.JK,2026-09-03,0.0923,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'JSPT.JK', 'free_float': 0.0923, 'company_name': 'Jakarta Setiabudi Internasional Tbk'}"
SIPD.JK,2026-09-03,0.0922,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SIPD.JK', 'free_float': 0.0922, 'company_name': 'PT Sreeya Sewu Indonesia Tbk'}"
BSWD.JK,2026-09-03,0.0904,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'BSWD.JK', 'free_float': 0.0904, 'company_name': 'Bank of India Indonesia Tbk'}"
SKRN.JK,2026-09-03,0.0904,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SKRN.JK', 'free_float': 0.0904, 'company_name': 'PT Superkrane Mitra Utama Tbk'}"
BBMD.JK,2026-09-03,0.0903,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'BBMD.JK', 'free_float': 0.0903, 'company_name': 'PT Bank Mestika Dharma Tbk.'}"
BLTZ.JK,2026-09-03,0.09,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'BLTZ.JK', 'free_float': 0.09, 'company_name': 'PT Graha Layar Prima Tbk.'}"
INPP.JK,2026-09-03,0.0897,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'INPP.JK', 'free_float': 0.0897, 'company_name': 'Indonesian Paradise Property Tbk'}"
PMJS.JK,2026-09-03,0.0896,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'PMJS.JK', 'free_float': 0.0896, 'company_name': 'PT Putra Mandiri Jembar Tbk'}"
BTPN.JK,2026-09-03,0.08947,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'BTPN.JK', 'free_float': 0.08947, 'company_name': 'PT Bank SMBC Indonesia Tbk'}"
BBRM.JK,2026-09-03,0.08943,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'BBRM.JK', 'free_float': 0.08943, 'company_name': 'Pelayaran Nasional Bina Buana Raya Tbk'}"
SAPX.JK,2026-09-03,0.0894,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SAPX.JK', 'free_float': 0.0894, 'company_name': 'PT Satria Antaran Prima Tbk'}"
TSPC.JK,2026-09-03,0.0892,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'TSPC.JK', 'free_float': 0.0892, 'company_name': 'Tempo Scan Pacific Tbk'}"
GIAA.JK,2026-09-03,0.08888,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'GIAA.JK', 'free_float': 0.08888, 'company_name': 'Garuda Indonesia (Persero) Tbk'}"
ALMI.JK,2026-09-03,0.0887,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'ALMI.JK', 'free_float': 0.0887, 'company_name': 'Alumindo Light Metal Industry Tbk'}"
ACST.JK,2026-09-03,0.0883,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'ACST.JK', 'free_float': 0.0883, 'company_name': 'PT Acset Indonusa Tbk.'}"
TGKA.JK,2026-09-03,0.0881,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'TGKA.JK', 'free_float': 0.0881, 'company_name': 'Tigaraksa Satria Tbk'}"
KING.JK,2026-09-03,0.088,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'KING.JK', 'free_float': 0.088, 'company_name': 'PT Hoffmen Cleanindo Tbk'}"
ESTI.JK,2026-09-03,0.0879,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'ESTI.JK', 'free_float': 0.0879, 'company_name': 'Ever Shine Textile Industry Tbk'}"
DAYA.JK,2026-09-03,0.08697,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'DAYA.JK', 'free_float': 0.08697, 'company_name': 'PT Duta Intidaya Tbk.'}"
AMAR.JK,2026-09-03,0.08594,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'AMAR.JK', 'free_float': 0.08594, 'company_name': 'PT Bank Amar Indonesia Tbk.'}"
MMLP.JK,2026-09-03,0.08563,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'MMLP.JK', 'free_float': 0.08563, 'company_name': 'PT Mega Manunggal Property Tbk'}"
PALM.JK,2026-09-03,0.08552,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'PALM.JK', 'free_float': 0.08552, 'company_name': 'PT Provident Investasi Bersama Tbk'}"
BNGA.JK,2026-09-03,0.08516,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'BNGA.JK', 'free_float': 0.08516, 'company_name': 'PT Bank CIMB Niaga Tbk'}"
AGRS.JK,2026-09-03,0.0851,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'AGRS.JK', 'free_float': 0.0851, 'company_name': 'PT Bank IBK Indonesia Tbk.'}"
BKSW.JK,2026-09-03,0.0843,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'BKSW.JK', 'free_float': 0.0843, 'company_name': 'PT Bank QNB Indonesia Tbk'}"
DART.JK,2026-09-03,0.0841,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'DART.JK', 'free_float': 0.0841, 'company_name': 'Duta Anggada Realty Tbk'}"
MYTX.JK,2026-09-03,0.0833,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'MYTX.JK', 'free_float': 0.0833, 'company_name': 'PT Asia Pacific Investama Tbk'}"
BNBA.JK,2026-09-03,0.0832,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'BNBA.JK', 'free_float': 0.0832, 'company_name': 'Bank Bumi Arta Tbk'}"
PNSE.JK,2026-09-03,0.0828,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'PNSE.JK', 'free_float': 0.0828, 'company_name': 'Pudjiadi & Sons Tbk'}"
ADES.JK,2026-09-03,0.08228,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'ADES.JK', 'free_float': 0.08228, 'company_name': 'Akasha Wira International Tbk'}"
TBIG.JK,2026-09-03,0.08198,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'TBIG.JK', 'free_float': 0.08198, 'company_name': 'PT Tower Bersama Infrastructure Tbk'}"
AMOR.JK,2026-09-03,0.08182,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'AMOR.JK', 'free_float': 0.08182, 'company_name': 'PT Ashmore Asset Management Indonesia Tbk.'}"
PRAY.JK,2026-09-03,0.0818,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'PRAY.JK', 'free_float': 0.0818, 'company_name': 'PT Famon Awal Bros Sedaya Tbk'}"
MSJA.JK,2026-09-03,0.08171,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'MSJA.JK', 'free_float': 0.08171, 'company_name': 'PT Multi Spunindo Jaya Tbk'}"
NELY.JK,2026-09-03,0.08125,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'NELY.JK', 'free_float': 0.08125, 'company_name': 'Pelayaran Nelly Dwi Putri Tbk'}"
CNMA.JK,2026-09-03,0.08121,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'CNMA.JK', 'free_float': 0.08121, 'company_name': 'PT Nusantara Sejahtera Raya Tbk'}"
MSKY.JK,2026-09-03,0.081,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'MSKY.JK', 'free_float': 0.081, 'company_name': 'MNC Sky Vision Tbk'}"
SAFE.JK,2026-09-03,0.0807,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SAFE.JK', 'free_float': 0.0807, 'company_name': 'Steady Safe Tbk'}"
IMJS.JK,2026-09-03,0.0803,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'IMJS.JK', 'free_float': 0.0803, 'company_name': 'PT Indomobil Multi Jasa Tbk'}"
DMND.JK,2026-09-03,0.08,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'DMND.JK', 'free_float': 0.08, 'company_name': 'PT Diamond Food Indonesia Tbk'}"
IKBI.JK,2026-09-03,0.07999,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'IKBI.JK', 'free_float': 0.07999, 'company_name': 'Sumi Indo Kabel Tbk'}"
KIAS.JK,2026-09-03,0.0796,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'KIAS.JK', 'free_float': 0.0796, 'company_name': 'Keramika Indonesia Assosiasi Tbk'}"
CITA.JK,2026-09-03,0.07932,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'CITA.JK', 'free_float': 0.07932, 'company_name': 'Cita Mineral Investindo Tbk'}"
EDGE.JK,2026-09-03,0.079,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'EDGE.JK', 'free_float': 0.079, 'company_name': 'PT Indointernet Tbk'}"
DVLA.JK,2026-09-03,0.0788,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'DVLA.JK', 'free_float': 0.0788, 'company_name': 'Darya-Varia Laboratoria Tbk'}"
MAPB.JK,2026-09-03,0.0788,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'MAPB.JK', 'free_float': 0.0788, 'company_name': 'PT MAP Boga Adiperkasa Tbk'}"
CENT.JK,2026-09-03,0.07831,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'CENT.JK', 'free_float': 0.07831, 'company_name': 'PT Centratama Telekomunikasi Indonesia Tbk.'}"
ERTX.JK,2026-09-03,0.0781,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'ERTX.JK', 'free_float': 0.0781, 'company_name': 'Eratex Djaja Tbk'}"
TOTO.JK,2026-09-03,0.0776,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'TOTO.JK', 'free_float': 0.0776, 'company_name': 'Surya Toto Indonesia Tbk'}"
SURE.JK,2026-09-03,0.0773,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SURE.JK', 'free_float': 0.0773, 'company_name': 'PT Super Energy Tbk'}"
MTWI.JK,2026-09-03,0.0773,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'MTWI.JK', 'free_float': 0.0773, 'company_name': 'PT Malacca Trust Wuwungan Insurance Tbk'}"
INDR.JK,2026-09-03,0.0772,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'INDR.JK', 'free_float': 0.0772, 'company_name': 'PT Indo-Rama Synthetics Tbk'}"
BLES.JK,2026-09-03,0.07705,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'BLES.JK', 'free_float': 0.07705, 'company_name': 'PT Superior Prima Sukses Tbk'}"
TLDN.JK,2026-09-03,0.07673,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'TLDN.JK', 'free_float': 0.07673, 'company_name': 'PT Teladan Prima Agro Tbk'}"
SONA.JK,2026-09-03,0.0763,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SONA.JK', 'free_float': 0.0763, 'company_name': 'Sona Topas Tourism Industry Tbk'}"
PGUN.JK,2026-09-03,0.0762,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'PGUN.JK', 'free_float': 0.0762, 'company_name': 'PT Pradiksi Gunatama Tbk'}"
GTBO.JK,2026-09-03,0.0762,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'GTBO.JK', 'free_float': 0.0762, 'company_name': 'Garda Tujuh Buana Tbk'}"
HDFA.JK,2026-09-03,0.0762,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'HDFA.JK', 'free_float': 0.0762, 'company_name': 'Radana Bhaskara Finance Tbk'}"
EPMT.JK,2026-09-03,0.076,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'EPMT.JK', 'free_float': 0.076, 'company_name': 'Enseval Putera Megatrading Tbk'}"
ROTI.JK,2026-09-03,0.076,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'ROTI.JK', 'free_float': 0.076, 'company_name': 'PT Nippon Indosari Corpindo Tbk'}"
PNBS.JK,2026-09-03,0.076,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'PNBS.JK', 'free_float': 0.076, 'company_name': 'PT Bank Panin Dubai Syariah Tbk'}"
SMAR.JK,2026-09-03,0.076,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SMAR.JK', 'free_float': 0.076, 'company_name': 'PT Sinar Mas Agro Resources and Technology Tbk'}"
CMPP.JK,2026-09-03,0.0759,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'CMPP.JK', 'free_float': 0.0759, 'company_name': 'PT AirAsia Indonesia Tbk'}"
LINK.JK,2026-09-03,0.0758,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'LINK.JK', 'free_float': 0.0758, 'company_name': 'PT Link Net Tbk'}"
BABY.JK,2026-09-03,0.07569,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'BABY.JK', 'free_float': 0.07569, 'company_name': 'PT Multitrend Indo Tbk.'}"
HMSP.JK,2026-09-03,0.0756,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'HMSP.JK', 'free_float': 0.0756, 'company_name': 'HM Sampoerna Tbk'}"
AGII.JK,2026-09-03,0.0755,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'AGII.JK', 'free_float': 0.0755, 'company_name': 'PT Samator Indo Gas Tbk'}"
LPGI.JK,2026-09-03,0.0754,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'LPGI.JK', 'free_float': 0.0754, 'company_name': 'Lippo General Insurance Tbk'}"
AKSI.JK,2026-09-03,0.0754,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'AKSI.JK', 'free_float': 0.0754, 'company_name': 'PT Mineral Sumberdaya Mandiri Tbk'}"
DEPO.JK,2026-09-03,0.0751,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'DEPO.JK', 'free_float': 0.0751, 'company_name': 'PT Caturkarda Depo Bangunan Tbk'}"
TIFA.JK,2026-09-03,0.07505,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'TIFA.JK', 'free_float': 0.07505, 'company_name': 'KDB Tifa Finance Tbk'}"
VRNA.JK,2026-09-03,0.075,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'VRNA.JK', 'free_float': 0.075, 'company_name': 'PT Mizuho Leasing Indonesia Tbk'}"
WOMF.JK,2026-09-03,0.075,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'WOMF.JK', 'free_float': 0.075, 'company_name': 'PT Wahana Ottomitra Multiartha Tbk'}"
FPNI.JK,2026-09-03,0.075,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'FPNI.JK', 'free_float': 0.075, 'company_name': 'PT Lotte Chemical Titan Tbk'}"
PSAB.JK,2026-09-03,0.075,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'PSAB.JK', 'free_float': 0.075, 'company_name': 'J Resources Asia Pasifik Tbk'}"
LIFE.JK,2026-09-03,0.075,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'LIFE.JK', 'free_float': 0.075, 'company_name': 'PT MSIG Life Insurance Indonesia Tbk'}"
JAWA.JK,2026-09-03,0.075,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'JAWA.JK', 'free_float': 0.075, 'company_name': 'Jaya Agra Wattie Tbk'}"
KMTR.JK,2026-09-03,0.075,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'KMTR.JK', 'free_float': 0.075, 'company_name': 'PT Kirana Megatara Tbk'}"
BDMN.JK,2026-09-03,0.0749,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'BDMN.JK', 'free_float': 0.0749, 'company_name': 'PT Bank Danamon Indonesia Tbk'}"
INRU.JK,2026-09-03,0.0746,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'INRU.JK', 'free_float': 0.0746, 'company_name': 'Toba Pulp Lestari Tbk'}"
GMFI.JK,2026-09-03,0.06795,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'GMFI.JK', 'free_float': 0.06795, 'company_name': 'PT Garuda Maintenance Facility Aero Asia Tbk'}"
BINO.JK,2026-09-03,0.0657,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'BINO.JK', 'free_float': 0.0657, 'company_name': 'PT Perma Plasindo Tbk'}"
COWL.JK,2026-09-03,0.0641,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'COWL.JK', 'free_float': 0.0641, 'company_name': 'Cowell Development Tbk'}"
TRIO.JK,2026-09-03,0.0634,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'TRIO.JK', 'free_float': 0.0634, 'company_name': 'Trikomsel Oke Tbk'}"
HITS.JK,2026-09-03,0.0619,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'HITS.JK', 'free_float': 0.0619, 'company_name': 'Humpuss Intermoda Transportasi Tbk'}"
ADMF.JK,2026-09-03,0.0579,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'ADMF.JK', 'free_float': 0.0579, 'company_name': 'Adira Dinamika Multi Finance Tbk'}"
INAF.JK,2026-09-03,0.05594,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'INAF.JK', 'free_float': 0.05594, 'company_name': 'Indofarma Tbk'}"
WICO.JK,2026-09-03,0.04496,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'WICO.JK', 'free_float': 0.04496, 'company_name': 'Wicaksana Overseas International Tbk'}"
ANJT.JK,2026-09-03,0.04083,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'ANJT.JK', 'free_float': 0.04083, 'company_name': 'PT Austindo Nusantara Jaya Tbk.'}"
CBMF.JK,2026-09-03,0.03061,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'CBMF.JK', 'free_float': 0.03061, 'company_name': 'PT Cahaya Bintang Medan Tbk'}"
PLIN.JK,2026-09-03,0.0299,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'PLIN.JK', 'free_float': 0.0299, 'company_name': 'Plaza Indonesia Realty Tbk'}"
SUPR.JK,2026-09-03,0.0267,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SUPR.JK', 'free_float': 0.0267, 'company_name': 'Solusi Tunas Pratama Tbk'}"
PNGO.JK,2026-09-03,0.0174,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'PNGO.JK', 'free_float': 0.0174, 'company_name': 'PT Pinago Utama Tbk'}"
SMCB.JK,2026-09-03,0.01317,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SMCB.JK', 'free_float': 0.01317, 'company_name': 'PT Solusi Bangun Indonesia Tbk'}"
SGRO.JK,2026-09-03,0.01301,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SGRO.JK', 'free_float': 0.01301, 'company_name': 'PT Prime Agri Resources Tbk'}"
SCPI.JK,2026-09-03,0.01213,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SCPI.JK', 'free_float': 0.01213, 'company_name': 'PT Organon Pharma Indonesia Tbk'}"
SOSS.JK,2026-09-03,0.0114,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SOSS.JK', 'free_float': 0.0114, 'company_name': 'PT Shield On Service Tbk'}"
SMDM.JK,2026-09-03,0.01027,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'SMDM.JK', 'free_float': 0.01027, 'company_name': 'Suryamas Dutamakmur Tbk'}"
META.JK,2026-09-03,0.0068,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'META.JK', 'free_float': 0.0068, 'company_name': 'Nusantara Infrastructure Tbk'}"
MFMI.JK,2026-09-03,0.0065,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'MFMI.JK', 'free_float': 0.0065, 'company_name': 'Multifiling Mitra Indonesia Tbk'}"
DUTI.JK,2026-09-03,0.0059,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'DUTI.JK', 'free_float': 0.0059, 'company_name': 'Duta Pertiwi Tbk'}"
FASW.JK,2026-09-03,0.0022,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'FASW.JK', 'free_float': 0.0022, 'company_name': 'Fajar Surya Wisesa Tbk'}"
IBST.JK,2026-09-03,0.0005,,2026-09-03T13:07:58.275104+00:00,"{'symbol': 'IBST.JK', 'free_float': 0.0005, 'company_name': 'Inti Bangun Sejahtera Tbk'}"
GOTO.JK,2026-09-11,0.8082,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'GOTO.JK', 'free_float': 0.8082, 'company_name': 'PT GoTo Gojek Tokopedia Tbk'}"
IKAI.JK,2026-09-11,0.80663,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'IKAI.JK', 'free_float': 0.80663, 'company_name': 'Intikeramik Alamasri Industri Tbk'}"
DEAL.JK,2026-09-11,0.8045,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'DEAL.JK', 'free_float': 0.8045, 'company_name': 'PT Dewata Freightinternational Tbk'}"
COAL.JK,2026-09-11,0.7932,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'COAL.JK', 'free_float': 0.7932, 'company_name': 'PT Black Diamond Resources Tbk'}"
TGRA.JK,2026-09-11,0.7889,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'TGRA.JK', 'free_float': 0.7889, 'company_name': 'PT Terregra Asia Energy'}"
LMAS.JK,2026-09-11,0.7878,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'LMAS.JK', 'free_float': 0.7878, 'company_name': 'Limas Indonesia Makmur Tbk'}"
NUSA.JK,2026-09-11,0.78356,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'NUSA.JK', 'free_float': 0.78356, 'company_name': 'PT Sinergi Megah Internusa Tbk'}"
DADA.JK,2026-09-11,0.78,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'DADA.JK', 'free_float': 0.78, 'company_name': 'PT Diamond Citra Propertindo Tbk.'}"
SMKM.JK,2026-09-11,0.75,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'SMKM.JK', 'free_float': 0.75, 'company_name': 'PT Sumber Mas Konstruksi Tbk'}"
RIMO.JK,2026-09-11,0.74101,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'RIMO.JK', 'free_float': 0.74101, 'company_name': 'PT Rimo International Lestari Tbk'}"
YULE.JK,2026-09-11,0.7389,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'YULE.JK', 'free_float': 0.7389, 'company_name': 'Yulie Sekuritas Indonesia Tbk'}"
BLTA.JK,2026-09-11,0.7307,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'BLTA.JK', 'free_float': 0.7307, 'company_name': 'Berlian Laju Tanker Tbk'}"
BULL.JK,2026-09-11,0.72933,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'BULL.JK', 'free_float': 0.72933, 'company_name': 'PT Buana Lintas Lautan Tbk.'}"
MABA.JK,2026-09-11,0.7192,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'MABA.JK', 'free_float': 0.7192, 'company_name': 'PT Marga Abhinaya Abadi Tbk'}"
KREN.JK,2026-09-11,0.7164,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'KREN.JK', 'free_float': 0.7164, 'company_name': 'PT Quantum Clovera Investama Tbk'}"
BOSS.JK,2026-09-11,0.7114,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'BOSS.JK', 'free_float': 0.7114, 'company_name': 'PT Borneo Olah Sarana Sukses Tbk.'}"
UNIT.JK,2026-09-11,0.706,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'UNIT.JK', 'free_float': 0.706, 'company_name': 'Nusantara Inti Corpora Tbk'}"
BOGA.JK,2026-09-11,0.705,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'BOGA.JK', 'free_float': 0.705, 'company_name': 'PT Apollo Global Interactive Tbk'}"
ASMI.JK,2026-09-11,0.7004,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'ASMI.JK', 'free_float': 0.7004, 'company_name': 'PT Asuransi Maximus Graha Persada Tbk.'}"
DEFI.JK,2026-09-11,0.6915,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'DEFI.JK', 'free_float': 0.6915, 'company_name': 'Danasupra Erapacific Tbk'}"
GAMA.JK,2026-09-11,0.69,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'GAMA.JK', 'free_float': 0.69, 'company_name': 'Aksara Global Development Tbk'}"
BHAT.JK,2026-09-11,0.689,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'BHAT.JK', 'free_float': 0.689, 'company_name': 'PT Bhakti Multi Artha Tbk.'}"
TARA.JK,2026-09-11,0.68588,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'TARA.JK', 'free_float': 0.68588, 'company_name': 'PT Agung Semesta Sejahtera Tbk'}"
KRYA.JK,2026-09-11,0.6821,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'KRYA.JK', 'free_float': 0.6821, 'company_name': 'PT Bangun Karya Perkasa Jaya Tbk'}"
STAR.JK,2026-09-11,0.6781,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'STAR.JK', 'free_float': 0.6781, 'company_name': 'PT Calculus Global Ventures Tbk'}"
KIJA.JK,2026-09-11,0.67387,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'KIJA.JK', 'free_float': 0.67387, 'company_name': 'Kawasan Industri Jababeka Tbk'}"
SUGI.JK,2026-09-11,0.6623,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'SUGI.JK', 'free_float': 0.6623, 'company_name': 'Sugih Energy Tbk'}"
MKNT.JK,2026-09-11,0.66106,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'MKNT.JK', 'free_float': 0.66106, 'company_name': 'PT Mitra Komunikasi Nusantara Tbk'}"
POOL.JK,2026-09-11,0.6579,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'POOL.JK', 'free_float': 0.6579, 'company_name': 'Pool Advista Indonesia Tbk'}"
BHIT.JK,2026-09-11,0.6578,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'BHIT.JK', 'free_float': 0.6578, 'company_name': 'PT MNC Asia Holding Tbk'}"
HOME.JK,2026-09-11,0.6576,,2026-09-11T07:53:55.197694+00:00,"{'symbol': 'HOME.JK', 'free_float': 0.6576, 'company_name': 'Hotel Mandarine Regency Tbk'}"
